d,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.525724052238509e-5,0.9953310497382047,0.10324885839396743,1787.9199618326975,1186.0050248131402,0.276926652424888,5,1571,-85.97095569934038
