d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.868823705271601e-5,8.401892544905213e-8,0.9908799713334044,0.1388619449035662,1545.8128113946777,1029.0946899723115,0.2833997115685505,6,1571,-82.30403196883451
