wid,d1,d2,θ1,θ2,T1,T2,θ_prun,neglogl
wbcb6e6a,6.83850135799197e-5,0.0009999297331483674,1.133146057128906,0.8306745910644531,1191.1991119384768,1213.7622833251955,1.061021499633789,176.00873332863884
wdf61453,8.239940434836139e-5,0.0008642014491597837,1.0027417755126953,0.4873710632324219,1057.1544647216797,1366.488265991211,0.395261001586914,180.66530820466664
wa3a9848,6.861123926373763e-5,2.8447265582809675e-5,1.0379430007934567,0.9472718048095703,2588.099002838135,1601.8094062805178,0.5381713294982909,289.3071712259387
wf63b737,0.00011438389160436595,1.1446630748419134e-5,1.1359218215942382,0.3829154586791992,1091.2873268127441,1262.876605987549,1.446512870788574,134.32998063960054
w4ff13f3,9.18101347906895e-5,0.000982171889188039,1.3573522949218748,1.360252685546875,779.7851562500002,1012.6953125000003,1.2191003417968749,148.21503418462595
w313d7aa,9.865988956531027e-5,1.9632190067904002e-10,1.0178857421874998,0.4803466796875,1206.7871093750002,1230.0781250000002,1.4157226562499998,304.6424496921387
w0e2f500,7.569819792221397e-5,0.00034488017335831256,0.6223709344863892,1.1336502265930175,1017.3770189285282,1539.840292930603,0.7458764028549194,189.73325383312545
waedfc9c,6.822182607106023e-5,0.0005155612564740579,0.5902518463134765,0.8648599243164062,1201.934814453125,1391.7808532714844,0.7014334869384766,152.33361031984515
w96b09fe,6.459796116304722e-5,0.0007338902255622676,0.9634411048889161,1.4800694084167478,1483.2011222839353,1293.4915542602541,0.7845987892150879,190.34459757568527
w9ff051d,1.6112143467262015e-9,0.0007859333940376653,0.7294781494140625,1.3510379028320312,2672.908020019531,1306.7443847656252,1.1992507934570311,252.96381553775709
wdcfc216,0.00010700866483143494,1.5235661956575605e-10,0.6545816040039062,0.6829510498046875,1629.6646118164062,1306.0165405273442,1.9999700927734374,159.14570324470532
w4a3c9b0,0.00010495329886137194,0.000971191085749146,1.585274658203125,0.731109619140625,810.8398437500002,1302.8625488281252,1.3997705078124998,208.21647619445216
wde62b3d,7.095993084788848e-5,1.6359711275968891e-9,0.9993806457519532,0.42148536682128906,1509.5096588134766,1120.840835571289,0.25707702636718754,216.62694077499947
w5284fa9,0.00018922457525324049,0.00019784527537286954,1.3782290649414062,0.46008171081542965,2033.739471435547,1356.0558319091801,0.13387084960937498,129.68450013650073
w18b16aa,0.00010045073642544623,0.00024253008836424558,1.0087011718749999,0.7075439453125,1342.6513671875002,954.4677734375003,0.218828125,237.0565037704087
w430272a,0.0001371535430985908,0.0002781864276396213,1.1178283691406248,0.447838134765625,1253.369140625,1332.94677734375,0.71938720703125,144.61307448125513
w2121301,0.00013930009609408985,0.00019154903493746208,1.8115126800537107,0.5027435111999512,1569.3748474121094,1135.9284400939944,0.15164896011352544,239.47469560904113
wb14ab17,9.078368610596054e-5,2.0191834654129662e-7,0.97703857421875,0.46560302734375,881.6833496093752,1427.081298828125,1.113115234375,214.1878056189048
wc59a729,5.498375237304859e-5,0.0009955128609158515,1.0014501953125,1.7463671874999998,869.0673828125003,946.7041015625001,1.5544580078124997,181.52477978258233
wcb4623a,6.72611844906168e-5,0.0002891774837866571,0.7147090053558349,1.006557035446167,1578.5600900650027,2022.8407621383667,1.0160361766815185,221.44500440388416
w672a25c,6.892533827756803e-5,0.000290043661432931,0.8014667510986329,1.258291492462158,1345.7447052001953,1448.7953186035156,1.100125789642334,176.49956977040875
wf36c682,9.679548551493825e-5,0.0002524148305578336,0.8867393684387207,0.5317153167724609,1129.9843788146975,1174.3980407714846,0.40855634689331055,181.3956092854771
w5c58b96,6.85407644800587e-5,0.00015845827807508604,1.2659338140487668,1.0130692243576047,1511.458158493042,1441.5168762207031,1.8910024547576902,185.26780681213498
w397496b,0.00012000907713972864,2.9713498996882163e-10,0.6401155281066895,0.7799507999420167,1507.4095249176023,1402.4066209793093,1.6824094200134274,279.90127063109134
w9376389,6.0753224879684426e-5,0.00017889012385326062,1.3394174575805664,1.0330051612854003,1896.4801788330078,1915.3586387634277,0.9539147567749023,236.12502993487948
w158db17,0.00011890368452040524,3.934129330546843e-6,0.7572735595703126,0.32445068359375,1266.7129516601562,905.2169799804688,1.1363787841796875,134.48554773704626
w9864444,0.00020107941577803717,2.2563621892808328e-5,0.41911558151245115,0.28788990020751953,1385.7306480407717,1033.6359977722173,0.2931336402893067,169.4826441075638
w05e5ad5,7.357264759253988e-5,4.794846282438627e-6,0.8650341176986693,0.9844387245178222,1158.3248138427737,1265.2951717376711,0.9974701833724976,274.7287696641976
w6d23692,9.716177102856963e-5,0.00013836356029591846,0.7553833961486817,0.8310711288452147,1099.7940063476562,1238.7061119079592,0.6497476196289063,296.10710533168697
we289943,8.345411460398314e-5,0.0009999824328241899,0.8786537742614745,1.1447891616821289,1120.5527305603027,1064.5845413208008,0.6089061164855957,227.75648977883128
w6f95ee3,9.075179516901483e-5,0.00037172429569017973,1.0344251441955565,0.932492275238037,1705.3604125976562,1540.3065681457522,0.6967939949035645,260.38704104166493
w6eb2a0a,5.014126800703005e-5,0.0002030423680668533,1.2936796569824216,1.0657497406005858,2877.978134155274,1674.3663787841797,0.9658599853515625,174.91489189205345
w2424d8d,0.00010064857192603777,0.00047990176118852874,0.6032205200195312,0.8586663818359376,1410.0982666015627,1243.1793212890627,0.7978790283203124,157.19178970572446
