wid,d1,d2,θ1,θ2,T1,T2,θ_prun,neglogl
w3c803c1,7.896978170483519e-5,0.00029278763683033226,0.9083129119873046,0.8488246917724609,1249.4873046875,1259.9803924560545,0.5615878295898438,312.8606986403781
wdaebe9a,0.00010049309698469493,0.00026811073855066854,0.8342245483398437,1.1966298675537106,1670.7271575927734,1349.3232727050784,0.8528202819824218,193.65028359853613
w457a2a0,0.00011907090762165907,0.0009997189622166602,1.4244540405273434,0.552373046875,1712.396240234375,1312.567138671875,0.7991781616210937,130.29533643886708
wc71252e,5.0540108441935675e-5,0.00013898721526171655,1.3350951957702635,1.0255766868591305,1688.9839172363284,1705.739498138428,0.9738870429992675,251.25650249685637
w8250429,7.62862539062482e-5,9.796904333308645e-5,1.1174960327148438,0.9152542114257813,1589.8757934570312,1311.1114501953125,1.1604278564453123,189.8624139534325
w5dd5645,4.564982183839477e-5,1.2831919486376796e-10,1.3115295219421386,1.0499769783020019,1664.6921157836916,1489.2513275146487,1.3553186225891114,242.9901777910514
wa64273f,5.925228159257963e-7,5.892012667423843e-7,0.3614910888671875,0.7774554443359375,2090.1473999023438,944.035339355469,0.7391461181640625,340.08312945869164
w578a7cb,6.586186633530899e-5,1.2439935117700583e-8,1.0559080505371092,0.524207534790039,844.5026397705079,1396.147918701172,0.5726304626464843,242.21370334337888
wb651fe0,6.450044086901929e-5,0.0009999824328241899,1.2283906555175779,1.163377342224121,1420.0151443481448,1269.4423675537112,0.5539195442199707,183.1589751341578
wcb87506,0.0001352775053782091,0.0007892540095724255,0.6947943115234374,0.8257650756835937,1102.4627685546875,1077.9586791992188,0.460164794921875,84.47411869233885
w11ae0c3,0.00017598813883915474,0.00012130042002328362,0.831898193359375,0.65171142578125,1767.9550170898438,1194.413757324219,0.4706182861328125,102.1945941378367
w0c70a81,5.099405302909035e-5,7.209583170316244e-5,0.90017822265625,0.6486901855468751,1840.496826171875,1259.1918945312502,0.643856201171875,241.8728048209698
