d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.706237296530771e-5,9.424394244942166e-5,0.6767314849831236,0.12099028037260771,2479.893498892851,1077.8778948728236,0.6750328757616771,0.2043351762267835,7,4589,-216.1128871827857
