d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
9.956536627159831e-5,9.05525613974859e-5,0.6363417759445376,0.062449708436777794,1729.2132434889222,1287.1983631574874,0.9739629878491273,0.1914915135276699,7,4589,-219.03420503193368
