d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
0.0001023525538015112,0.00021083845238262068,0.8224450432051401,0.1669440782048865,1058.7847430385675,1422.2603129705335,0.052803906089573464,6,4589,-280.81249214270906
