d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
7.228782675606666e-5,9.645147417573099e-5,0.9139649666277981,0.5259526633404046,741.3605840161564,724.7202141977915,0.24409635677929933,6,4589,-211.91848730749845
