d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
0.0001272310254863217,0.00023418173707498321,0.7210424174485432,0.015556145976696904,2013.4537473654848,1435.9084771809914,0.9990596562308894,0.053421740203144,7,4589,-276.4823619293708
