d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
0.00027918905738997157,0.00033150235477422146,0.8895503883338367,0.4870158249414473,2159.2060805816163,1290.5816642476013,0.08774860428835692,6,4589,-257.95740660492254
