d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.946094126782192e-5,9.953805931888079e-5,0.9948957834188731,0.12039388105292971,845.9610656907641,1356.4389099916937,0.08077009334360234,6,4589,-261.68652022460344
