d0,d2,θ0,θ2,T1,T2,rss,param_count,n_trials,bic
0.00015100906967951765,0.0001127653117383442,0.681713818695666,0.8284622237934536,638.6541706786854,1299.7778728004882,0.05598909723319077,6,4589,-278.17676057703216
