d0,d1,d2,θ0,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
9.364415825630952e-5,8.074143471002459e-5,4.9141080644220715e-5,0.6427588574839095,0.6938033175831292,0.8237554684754791,76.1287295526484,970.8341447971812,0.2590515388721058,8,4589,-201.62928315976092
