d0,d2,θ0,θ2,T1,T2,rss,param_count,n_trials,bic
0.0001783139820352131,0.00013197728778435025,0.6650504841582917,0.8066359045473205,1212.2414817885835,1388.7619682186466,0.09442031982522939,6,4589,-254.65979104841367
