d1,d2,θ1,Δ,T1,T2,θ_prun,rss,param_count,n_trials,bic
0.00010301447745582633,0.0003947573455378731,0.8906794987205304,0.04436936996096583,1573.2825787472536,1443.4120991187133,0.9462773466013736,0.04995687107609573,7,4589,-279.4999597032854
