d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
8.76007050004218e-5,9.960672146554789e-5,0.8248327248575706,0.1325893285198759,1138.7391698720505,1367.340179917784,0.08902746233812549,6,4589,-257.3063047072769
