d0,d2,θ0,θ2,T1,T2,rss,param_count,n_trials,bic
9.60107841191456e-5,9.84307220338815e-5,0.6183802000197262,0.764993068167901,347.35200976903246,1227.8220478895503,0.20737072819771166,6,4589,-219.25595795518075
