d0,d1,d2,θ0,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
0.00015565856658914795,0.00026663643731334965,0.00019814377138132992,0.4954919178888509,0.882124463471165,0.6914083498333752,1243.0954593197048,1365.769696502115,0.06274635095385003,8,4589,-265.43598058709796
