d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.719571390329517e-5,0.0004551484937598538,0.9308877667750592,0.17884533984899983,1177.4816254295133,1479.0551306175437,0.04390816844289441,6,4589,-289.11430791134154
