d0,d2,θ0,θ2,T1,T2,rss,param_count,n_trials,bic
9.254569913223209e-5,8.008754621372804e-5,0.6914374214654743,0.833070178135216,170.21434781461883,1215.2803646135621,0.13490787102964752,6,4589,-238.6021797657635
