d0,d1,d2,θ0,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
0.00010311641012972599,0.00014192908893575405,0.0002492134520096953,0.44270755022211655,0.894415089502794,0.6306394361011711,1008.0913117989681,1379.4312471649903,0.051997844951637985,8,4589,-273.89139732387747
