d0,d1,d2,θ0,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
7.813900501521146e-5,9.653655553484583e-5,6.733178415987035e-5,0.3479125656735409,0.9680897144289805,0.6521849247302262,1369.0837879412586,697.6183719135231,0.23423853245234605,8,4589,-206.16020122334066
