wid,d1,d2,θ1,θ2,T1,T2,neglogl
w3c803c1,6.83850135799197e-5,0.0002406964730512422,0.6280853271484376,0.92048095703125,1023.6129760742189,1206.7871093750002,311.9605986974756
wdaebe9a,9.690097012144406e-5,1.1970850304957277e-9,0.5431884765625,0.6944921875,1820.1171875000002,1428.0517578125002,217.84057437815932
w457a2a0,8.861551496819317e-5,9.445386344510324e-5,0.65799560546875,0.8333181762695312,1625.5401611328125,861.7889404296877,172.25573036896853
wc71252e,3.6754254412536587e-6,4.66338393085723e-9,0.7274237060546875,0.5263299560546876,2122.4151611328125,2366.7282104492188,322.4253574398942
w8250429,8.630484089299517e-5,1.5364677093983644e-5,0.784404296875,1.003262939453125,2001.5930175781252,1227.1667480468748,198.9008712305481
w5dd5645,4.954237321506471e-7,8.23299518329596e-7,0.46619972229003903,0.4914044189453125,3522.7874755859375,591.2734985351562,305.4964160221198
wa64273f,4.472112244928806e-5,1.6026326430485883e-8,0.5683856201171874,0.8781533813476563,1226.9241333007812,1575.804138183594,285.15352313218466
w578a7cb,6.058270113057761e-5,0.0001216418475596028,0.5606210327148438,0.8381521606445312,1200.4791259765625,1003.9611816406249,255.70924504711184
wb651fe0,7.081049922647783e-5,1.068583819357087e-5,0.60433837890625,0.7227709960937501,1465.8996582031252,1397.967529296875,189.9946115238654
wcb87506,0.00027108498839449125,0.0002104951954407345,0.506329345703125,0.85183837890625,1364.00146484375,883.6242675781253,92.1861628629954
w11ae0c3,0.00015963385442879462,0.00012353695004244545,0.784525146484375,1.2711865234375,1111.68212890625,781.7260742187502,121.04152421066388
w0c70a81,7.821869157145505e-5,6.140560403777222e-5,0.560953369140625,0.8635607910156251,2256.0958862304688,700.2075195312502,264.58564243354897
wbcb6e6a,4.3225715178653624e-5,0.0009222395651044228,0.620894775390625,0.70826904296875,1559.063720703125,1111.68212890625,198.58550935070917
wdf61453,6.948946136102917e-5,0.00018991726751344632,0.5638537597656249,0.6417111206054688,691.9586181640625,1369.8242187500002,196.56467781500538
wa3a9848,9.437425051030636e-8,3.486248965778817e-8,0.6388409423828125,1.028611145019531,1641.3101196289065,2033.3755493164065,322.3336683126656
wf63b737,8.278825906280484e-5,0.0009988763226712687,0.743919677734375,0.9309948730468749,1331.9763183593752,1199.993896484375,137.99605658315772
w4ff13f3,7.896978170483519e-5,0.00010941138105771873,0.9318408203125,0.411583251953125,399.36523437500045,1084.50927734375,170.56557571216032
w313d7aa,0.00013097472643005907,0.0009955128609158515,1.5167529296874998,0.32082519531250003,205.27343749999994,1327.1240234375,332.34743635730746
w0e2f500,9.461329085277377e-5,0.00011870332676924024,0.58451904296875,1.1166198730468748,809.3841552734378,1226.4389038085938,196.00191114495476
waedfc9c,7.21769352890039e-5,7.952665124539834e-5,0.5900177001953125,0.8328045654296875,815.2069091796874,1129.1503906249998,173.44167823877117
w96b09fe,5.20950998771307e-5,4.9358206998955053e-8,0.6804736328125,0.8003564453125,1428.0517578125002,1400.8789062500002,224.84462079024894
w9ff051d,8.767405504846165e-5,0.00010782385220818241,0.623311767578125,0.886038818359375,2993.402099609375,1015.6066894531251,213.4616660313818
wdcfc216,0.00011483085374986193,3.7642945050999164e-5,0.49907836914062503,0.53787109375,1765.771484375,1212.6098632812498,169.5995420502856
w4a3c9b0,0.00011039991779173986,5.803257949694205e-6,0.9521435546875,0.554306640625,1257.2509765625002,1424.1699218750002,216.67441810070812
wde62b3d,6.892533827756803e-5,8.72806493693879e-5,0.569412841796875,0.91419677734375,815.6921386718751,956.4086914062503,216.45591108441354
w5284fa9,0.00011463735889127571,9.040173338259134e-5,0.6055166625976562,0.73678955078125,1061.703491210938,1355.2673339843752,153.14067491309675
w18b16aa,8.951674805991573e-5,0.00020996337963396662,0.6219824218750001,0.8457052612304687,696.8109130859378,1302.6199340820312,244.215611870312
w430272a,0.00013290311381846724,1.3592545055770773e-6,0.810870361328125,0.9000573730468749,1247.54638671875,1279.5715332031255,174.08308357230132
w2121301,0.0001375106014591452,0.00013670131902555988,0.6296110534667969,1.0824269866943357,819.937896728516,975.9998321533207,270.3781119043825
wb14ab17,7.291098555734478e-5,4.847824341509804e-5,0.623311767578125,0.7192663574218751,960.2905273437499,1285.394287109375,216.7876937692312
wc59a729,7.104974114426784e-5,0.0005455271960456366,0.61932373046875,0.851475830078125,1559.063720703125,1235.9008789062502,187.1901367090044
wcb4623a,8.543594451020273e-5,0.00011970850304957323,0.639384765625,0.8216259765625,1672.607421875,2002.5634765625,229.47727094098386
w672a25c,0.00011947320322193852,0.0001293648848425952,0.736668701171875,1.4617663574218749,1375.8895874023438,1079.1717529296877,175.2164725314891
wf36c682,6.324488258307213e-5,5.661476220267815e-5,0.6584185791015624,0.7654309082031249,397.1817016601563,1164.0869140625,192.53837379700525
w5c58b96,5.699796823896648e-5,0.00016180218235813153,0.8685156249999999,1.2484667968749998,1758.0078125,1078.6865234375,200.14504131370683
w397496b,7.11496636832989e-5,0.0001282065330673649,0.4975677490234375,0.85183837890625,1232.0190429687502,1174.0341186523438,280.26516229954916
w9376389,1.32753773602551e-8,2.58291060248192e-5,0.899453125,0.8931689453125,189.7460937500002,3202.0507812500005,322.3481475863604
w158db17,6.933338163731449e-5,1.1108471288724744e-5,0.6655789184570313,0.616302490234375,663.5726928710936,1118.475341796875,152.53024470244426
