wid,d1,d2,θ1,θ2,T1,T2,neglogl
w3c803c1,7.350417829793526e-5,0.00026598236793630415,0.9541080689430237,0.7158748972415924,1012.8232538700105,1207.2694957256322,308.9723315726835
wdaebe9a,9.899322404884621e-5,0.00014896893163174018,0.7786639404296875,0.6523156738281249,1890.4754638671875,1405.731201171875,194.24843753776918
w457a2a0,9.778463401223476e-5,0.000993983792396193,0.976510329246521,0.5335781002044677,1786.1435413360596,1320.0351238250732,137.7811969820989
wc71252e,5.539775005209451e-5,3.3484894733960426e-8,0.9826580810546875,0.5370459175109863,2549.4019508361816,1721.3274955749512,264.43310555461983
w8250429,6.475589301371244e-5,9.601980946353407e-5,1.0042901611328123,0.6564925384521485,1838.980484008789,1231.5944671630862,202.81637950867002
w5dd5645,0.00010396968741838404,1.7587687492350676e-7,0.5646694946289063,0.3825189208984375,608.4991455078125,4454.246139526367,306.6756727287906
wa64273f,4.451732424082462e-5,9.300490626211148e-5,0.8316942596435546,0.7865644836425781,1478.5156250000002,1366.0636901855469,259.97508658289325
w578a7cb,5.982545169689065e-5,9.475134601847734e-5,0.9858133888244629,0.6325227737426757,614.3977165222171,1392.372226715088,231.77113213306217
wb651fe0,8.745254667521549e-5,4.220522413131207e-5,1.1263482666015623,0.5163598632812499,1334.1598510742188,1394.8135375976565,173.99227849104108
wcb87506,0.00013808188870261488,0.0007307511899801683,0.6873620605468751,0.699688720703125,1191.259765625,1060.247802734375,84.03431999600636
w11ae0c3,0.00022112355595195588,8.486154562084142e-5,0.7673267364501953,0.504395751953125,1815.4468536376953,1367.580032348633,101.66863523571166
w0c70a81,8.858273223933935e-5,8.656981423580426e-5,0.8289304149150849,0.5784888362884522,2235.2044820785522,1269.9986755847933,239.012260526419
wbcb6e6a,6.865615198899416e-5,0.0009999956081771146,1.05348397731781,0.4986823034286499,1390.325164794922,1212.2383594512942,175.56221150177302
wdf61453,0.00010405373898649209,3.00551309742966e-7,0.9611416578292846,0.32537121772766114,877.6498794555666,1328.1778812408447,182.59844138006298
wa3a9848,4.04934408547674e-5,5.7366822230735815e-5,1.0743516600131988,1.1528917503356932,1670.122516155243,1486.1257672309873,274.38209916708774
wf63b737,8.946015342819269e-5,0.0008526801105096697,1.0227801513671873,0.3829494476318359,1385.3515625,1271.3226318359375,129.29616676048744
w4ff13f3,8.229958476843244e-5,0.00038119416151737425,1.1384917640686034,0.653461856842041,1130.3331375122068,1105.6319236755373,146.35027155313827
w313d7aa,8.703337430143783e-5,0.0005524905182116119,0.9558289957046509,0.3001934289932251,1457.0707559585574,1221.5524911880495,303.70277653615017
w0e2f500,7.596529599315873e-5,0.00022005401498731138,0.6190216064453125,0.7749176025390625,1125.511169433594,1482.154846191406,188.07978436679662
waedfc9c,7.568290659170676e-5,0.0002185745582723088,0.6280853271484376,0.48812637329101566,1511.9358062744143,1382.986068725586,153.68791188746698
w96b09fe,7.907111870938174e-5,0.0003851521479531329,1.0917909431457518,0.8459129714965821,1649.3467330932617,1301.7101287841801,193.47308273462747
w9ff051d,7.804300519353988e-5,7.069118053218255e-5,1.2691320800781247,0.5397140502929687,2463.0462646484375,1372.250366210938,205.3668374963241
wdcfc216,8.732090746051222e-5,0.00012408778123007254,0.6171338033676147,0.2909621238708496,1887.6399040222168,1222.3334074020383,157.30326299733053
w4a3c9b0,9.400360982995468e-5,0.0009997189622166602,1.2936645507812499,0.504879150390625,1274.71923828125,1313.0523681640625,214.95893957377893
wde62b3d,5.96522266625997e-5,0.00015329375537576632,0.8194938778877258,0.5819729399681092,787.0095789432529,1187.3731911182404,201.39496834712452
w5284fa9,0.00011790423055773987,0.00029751497816428907,0.5408701467514039,0.5447727394104004,1578.897476196289,1485.1306676864626,130.2967217716438
w18b16aa,0.00012954682030846365,0.00021656033693389748,0.6697841072082519,0.5028511428833008,1494.4827079772947,1197.188663482666,231.17518953414842
w430272a,0.00014011737883056936,1.4130140636377207e-6,1.0409623527526852,0.4072855377197266,1308.0484390258791,1224.1492271423342,157.17799127688872
w2121301,0.0001070349860596238,0.0002126770570596847,0.7365195274353028,0.604521541595459,973.7253189086915,1227.6064872741697,241.58412293600705
