wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl
wde62b3d,4.6229265378003326e-5,0.0001674939109723547,0.0001357727142105187,0.4991387939453125,0.576905517578125,0.6586904907226562,202.8472900390628,1162.14599609375,208.79182086540376
w5284fa9,5.791037105697816e-5,0.0007822418813887734,0.00021625240073409107,0.32787979125976563,0.7868212890625,0.9513806915283202,1157.4756622314455,847.1714019775391,150.46151632404118
w18b16aa,0.00011809182890411727,0.00018242869005249157,0.00021129915783712686,0.43320022583007817,0.534128532409668,0.7408285713195801,738.5406494140628,1096.291255950928,244.41566338866627
w430272a,6.20257495896958e-6,0.00031589462496619397,0.00029799751772602485,0.39245880126953125,1.2564504241943357,0.5968985748291016,816.541290283203,885.2619171142582,165.771315316398
w2121301,0.00024218947927396808,0.00010785416330316132,0.00014813384542085412,0.21677368164062502,0.9004803466796875,0.6046102905273437,446.6751098632815,1002.0202636718749,259.0939406204828
wb14ab17,5.1764858855342125e-5,0.00012857417536116274,9.057341283846353e-5,0.31990938186645507,1.0172758293151853,0.5182670211791992,518.0644989013672,986.9478225708009,214.33286463207554
wc59a729,1.0128711455377159e-7,0.00011694809828609891,0.0004900914202219365,0.5368740844726563,1.0883863830566405,0.9500966644287109,147.89505004882844,866.2166595458987,181.38250165757475
wcb4623a,6.502949052965941e-9,0.00011590092820262289,0.00011265690414911757,0.338831787109375,0.9041360473632812,0.6403213500976563,1065.3427124023438,1430.2352905273438,221.44087640035633
w672a25c,4.701056107607844e-6,0.0001682518227488624,0.00017608709918746346,0.5023809623718262,1.1945395469665525,0.8691160964965821,237.96577453613284,1248.4561920166016,177.97527009399082
wf36c682,5.105141835049047e-5,0.00016900722596865957,0.00017260785152994958,0.3885009765625,0.9321127319335937,0.512130126953125,410.5255126953125,1108.7707519531252,180.53220429929667
w5c58b96,7.269611975405883e-5,6.776077953242396e-5,0.00017688700263957302,0.5294437217712402,1.365230178833008,0.9329020309448243,763.4541511535647,1075.3050804138186,188.9847620982594
w397496b,8.031287193190718e-10,0.00019999787931242134,0.00013991814006979373,0.001026916503906309,0.964107666015625,0.43665954589843753,1551.7852783203125,1046.1761474609375,244.57414247232427
w9376389,5.647966210508536e-6,1.2295453958014586e-7,0.00023064580319384,0.5568898010253907,0.44707904815673827,0.6980742454528809,2538.2568359375,1873.704719543457,274.4499082877038
w158db17,3.3474896143652433e-5,0.0006514840815882637,0.00026988755649683024,0.4272710418701172,0.98453125,0.4955812835693359,857.0579528808597,759.3448638916019,144.63701334181923
w9864444,7.075081472600098e-5,0.0005504560587241377,0.0002812526866340575,0.36638549804687504,0.2657177734375,0.42472564697265625,633.4884643554689,1132.0617675781252,171.64807684196586
w05e5ad5,1.0451173055712962e-5,0.0001870038664210949,8.11981058666455e-5,0.449046630859375,1.326656494140625,0.7982113647460938,378.01513671875,1015.3640747070316,260.8281626391993
w6d23692,7.693764982737599e-5,0.00016758809490928758,6.72697516320559e-5,0.322396240234375,1.2231261444091797,0.5493820190429687,452.7404785156251,912.9806518554689,301.06077374415554
we289943,5.1603243746243784e-5,0.00024837683231266174,0.0003617009166415439,0.3357425689697266,0.89002685546875,0.5502355194091797,1002.3235321044921,1021.4294433593752,231.19407256568556
w6f95ee3,5.28909103973852e-5,0.00019184875463772752,0.00030040482866706253,0.4416804695129395,1.0658913612365721,0.9337687492370604,1216.9011116027837,1267.5014495849612,253.48693155978032
w6eb2a0a,0.0009592539445782631,7.835071585054519e-5,6.574626618953643e-5,0.28239501953125,1.712408447265625,0.942838134765625,2676.06201171875,485.7360839843752,184.438773900611
w2424d8d,1.6631814641952366e-5,0.000171275791787189,0.00025958292575294274,0.15093708038330078,1.030204849243164,0.49928230285644537,1150.5914688110352,968.5545921325686,148.7890710709309
