wid,d0,d1,d2,θ0,θ1,θ2,T1,T2,neglogl
w3c803c1,3.359507653081536e-6,0.0001443117714690725,0.00023184826881825395,0.33325004577636724,0.8070560455322265,0.7020679473876953,703.2402038574219,859.3627929687501,305.6622089426404
wdaebe9a,2.8977882719161872e-5,0.00017228067801289604,0.00013673013978966015,0.28142822265625,0.7395993041992187,0.6504727172851563,1403.3050537109373,1025.6145477294926,190.34577335260988
w457a2a0,2.7774694580194585e-6,0.00015602404331553009,0.0008880876088289692,0.5039954376220703,0.7072682571411133,0.8193166160583496,714.461135864258,975.4994392395021,170.38417744568684
wc71252e,4.284995581342066e-5,5.6291458966227535e-6,1.941713363722366e-5,0.6521438407897949,0.31902944564819335,0.8013723373413085,2158.1250190734863,1525.9771347045896,287.31862349066375
w8250429,0.00019427198907389487,8.158630771308207e-5,3.913450225309678e-5,0.3915538454055786,1.3265583038330078,0.5907456302642823,912.775945663452,1103.0200242996218,199.84761698795737
w5dd5645,1.3912034805244885e-5,1.8385879333567963e-5,8.909315946105866e-7,0.20614741325378422,0.2743113136291504,0.32303353309631344,193.27917098999032,7552.425074577331,307.0735511073257
wa64273f,1.376169330907672e-9,0.0002287573200318402,0.00011139738599948048,0.384150390625,0.8337109374999999,0.7873046875,1129.1503906249998,1218.4326171875,229.36174382172163
w578a7cb,3.7178960346057284e-5,0.00014450965046739926,8.815901387681968e-5,0.33073486328125,0.7260679244995116,0.6851811027526855,723.286247253418,743.4990882873535,242.2448165285813
wb651fe0,0.00010221661255003554,0.00020039177070614296,5.099405302909035e-5,0.6361822509765624,1.136439208984375,0.858243408203125,283.8806152343751,828.5507202148441,175.99726212607987
wcb87506,1.4092460182122048e-5,0.00031662799906456045,0.0005546494091526561,0.2874933624267578,0.7016298675537109,0.6416280364990234,852.3876190185548,868.4608459472659,79.50354481737509
w11ae0c3,0.0004131320301780586,0.0004094327865916445,0.00014130140636377212,0.24357208251953127,1.1665911865234375,0.6462127685546875,1639.8544311523438,1003.2333374023438,94.05286198846835
w0c70a81,6.64195826826141e-6,4.750702256677182e-5,9.245755037771782e-5,0.24572471618652347,0.8046088409423828,0.6754961395263671,979.9423217773438,582.4180603027346,250.8183130812766
wbcb6e6a,0.00010703874676355707,0.00011013646990133809,8.502867855541501e-6,0.5499107360839844,1.0279993438720703,0.5885448455810547,536.3819122314455,1106.5872192382812,190.39622353466694
wdf61453,5.1839480959637266e-5,0.00024403446824375043,9.000241241761546e-5,0.3774432373046875,0.7579231262207031,0.5107101440429688,391.41960144042986,966.2345886230468,188.08800293260512
wa3a9848,3.411546969840546e-6,2.936543103963885e-6,8.816172417585477e-5,0.19236064434051517,0.006089382171630904,0.7567675018310547,3587.8992080688477,1533.994793891907,322.119148652946
wf63b737,0.00035819780879092257,9.411762499626972e-5,0.0007207430388622164,0.21990066528320315,1.1007999038696288,0.4920332145690918,891.6760444641118,1109.407615661621,141.81745193546382
w4ff13f3,2.7338052810432695e-5,0.00012806247029276203,0.0003009647447696438,0.269705810546875,1.2401583862304686,0.7135562133789063,451.2847900390627,789.9749755859375,142.33193899330746
w313d7aa,6.740342200575901e-5,9.109040987440298e-5,0.00016914979834606556,0.2588633346557618,0.8515626907348633,0.48848892211914063,994.741821289063,876.3306617736819,307.02878214316183
w0e2f500,3.741614862639298e-5,7.438456868511297e-5,0.0001692092389945217,0.10173995971679692,0.48455186843872067,0.6933441162109375,976.257610321045,953.0424118041992,187.63993191327555
waedfc9c,2.283718542459059e-5,0.0001758892341062244,0.00021497970417631518,0.38919586181640625,0.5263601684570313,0.6000180053710937,588.3621215820315,1221.1013793945312,150.52390352697222
w96b09fe,1.1393266455662077e-5,5.8768167778406176e-5,0.00037126746239567036,0.3863181304931641,0.8467098236083984,0.8099394416809081,269.8999404907227,1072.4543571472168,206.07612872511558
w9ff051d,1.1863661590503295e-10,0.00020351374681736874,0.00051628632864101,0.5064501953125,0.749599609375,0.6558203125000001,2239.35546875,1331.005859375,207.1809623010568
wdcfc216,8.002416115096333e-5,0.00033218895839423347,1.6352240674536245e-6,0.42066774368286136,0.847480239868164,0.5397385978698731,1053.6820411682131,888.8708114624022,176.09767052647942
w4a3c9b0,0.00017888069623610942,0.0009997189622166602,0.0008881500163343947,1.046496887207031,0.8185140991210937,1.1199432373046871,856.4514160156253,1290.9744262695315,220.27559408598518
wde62b3d,8.999608823145527e-6,0.00010064857192603777,9.573684286619574e-5,0.17619842529296878,0.6829208374023438,0.5552130126953125,876.8310546874999,482.3394775390628,203.7891945174086
w5284fa9,5.317506235108543e-7,0.00042886856899997306,0.000303598628063237,0.2768057250976563,0.7599624633789063,0.5251516723632813,1270.5947875976562,1358.1787109375,107.0892296740429
w18b16aa,1.3350215656299915e-6,0.00039418775111296615,0.0004557129879234439,0.43466552734375,0.8286352539062499,0.594549560546875,124.7253417968753,1272.7783203125,220.0379980876102
w430272a,8.356707806924033e-5,0.00012932171273086188,0.00038273748695506033,0.3768880844116211,1.0751231384277342,0.82967191696167,181.05745315551803,798.1632232666016,183.26434754289548
w2121301,2.8718410591690795e-7,0.00019901653478037511,0.0001395744445481072,0.20719635009765627,0.8481826782226562,0.52167724609375,459.53369140624994,976.4244079589846,237.12511682850428
wb14ab17,1.3250214241296905e-6,0.00016305769867678026,0.0001229480598019381,0.3778888702392578,0.7530664825439453,0.6087493896484375,334.82971191406267,657.5679779052737,213.81319007499638
wc59a729,5.2713739751389466e-5,6.802555897798666e-5,0.00043013616333504944,0.4217421722412109,0.8698827362060547,0.7401959991455078,475.2429962158207,941.1239624023441,185.18914221284606
wcb4623a,3.5695404248811715e-5,0.0001683079910932004,0.00015745032255938386,0.4599835205078125,0.8513247680664062,0.6605636596679687,629.909896850586,1869.610595703125,203.0585451577008
w672a25c,5.816117593015607e-5,0.0004308092039587738,0.00010115552863283194,0.40593542098999025,1.2496318626403808,0.6828792953491211,984.7794532775882,1331.764030456543,164.35281143208445
wf36c682,5.76890171126774e-7,0.00019487529018747136,0.00020680784854419182,0.36304325103759766,0.6035075378417969,0.6520550918579101,685.8174324035648,684.1949462890628,191.25460862844363
w5c58b96,3.914137774419929e-7,8.37758014611218e-5,0.0002446439870055004,0.32937719345092775,1.124152202606201,1.1033943939208983,1260.4504585266113,683.1638336181645,190.7831460115575
w397496b,2.115489348001641e-5,0.0003653602135507432,0.00021385909076625457,0.3807264757156372,0.565317645072937,0.632243309020996,1089.1037940979004,1188.7881278991701,238.37010550862678
w9376389,3.100666650025559e-5,0.0003053959555382282,0.00024130613264628723,0.549835205078125,0.5469348144531251,0.9902716064453124,2680.6716918945312,1729.3792724609377,238.4217319119879
w158db17,7.225813011162712e-5,0.0002775615953281204,0.00016604081015729873,0.465723876953125,0.614368896484375,0.5122509765625,817.6330566406251,802.1057128906253,146.18625972491944
w9864444,2.677530181743604e-9,0.00020033545304710414,0.00025945527214040235,0.18378173828125005,0.4697119140625,0.32372558593750006,733.2031250000003,938.9404296875,162.11102969540335
w05e5ad5,3.0287414909901358e-5,0.00010595366084938224,7.994687889506359e-5,0.42205940246582035,0.9453155517578126,0.8171923065185546,148.56224060058597,846.018981933594,260.0343265312602
w6d23692,5.453355605860352e-5,0.00023590747336735052,9.782458136723094e-5,0.465723876953125,0.7655593109130859,0.6476856231689454,183.62007141113287,917.954254150391,296.33407247162296
we289943,1.7872992191427183e-6,0.00023844069064374692,0.0003687325066816689,0.41423439025878905,0.6485693359375,0.7304827117919922,562.4023437500003,611.5924835205077,241.16179496203307
w6f95ee3,9.41887478575082e-5,9.581760526682431e-5,0.0002901659742415973,0.3770806884765625,1.0053778076171873,0.6628900146484376,958.1069946289062,1475.846862792969,262.6548765119883
w6eb2a0a,9.245755037771782e-5,9.579067689943501e-5,8.713357777359667e-5,0.27076324462890633,0.9849240112304687,0.429227294921875,2559.8495483398438,1651.4999389648438,184.9162011284214
w2424d8d,5.8008117194596114e-5,0.0003472984298273101,0.00037003681488391574,0.40127326965332033,0.6562772750854492,0.60692720413208,897.893047332764,1150.0455856323244,145.56515504274358
