wid,d0,d2,θ0,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,6.389228847309828e-5,3.463077450770398e-5,0.49294116458007015,0.8100554996189521,564.6784730999674,322.26263357029876,2482.2867754352237,6,140,4994.223405406104,BADS
wdaebe9a,0.0001053217462417953,5.465131618454811e-5,0.5897875233760169,1.0442678885587156,753.2230723541037,593.1031199657812,1661.441448880562,6,95,3350.206159110727,BADS
w457a2a0,8.673317097582704e-5,2.750913532297542e-5,0.6273376393483341,0.859077403036572,750.1034595909006,538.037616861766,1620.8990660811075,6,95,3269.1213935118185,BADS
wc71252e,6.576052555682798e-5,1.0896216680648654e-10,0.525756319777065,0.46980636563841477,2992.875186932906,2282.404067078096,1655.3050997532769,6,87,3337.405648218481,BADS
w8250429,6.800219483993698e-5,3.81193587360224e-5,0.6216045774592203,0.8758757581052486,748.8802612177097,549.2646327125843,1528.7216225974648,6,88,3084.307266081799,BADS
w5dd5645,0.00010175174742629689,2.4726981486365758e-9,0.47133824635297056,0.31329410124570134,3353.0665069120005,1705.8546860935169,1530.730341870149,6,82,3087.9009992238834,BADS
wa64273f,7.519705029042661e-5,3.7809298133554414e-5,0.5237160359125608,1.032187191120639,834.7071068556189,717.7103724501721,1674.3052205230488,6,92,3375.7411725083916,BADS
w578a7cb,7.254623489708031e-5,4.354441053328784e-5,0.5482484632442175,0.8046761745017829,96.31355339925015,655.6286610112692,1679.6121347274275,6,95,3386.5475308044583,BADS
wb651fe0,0.00010770094802101299,3.386590357456218e-5,0.6502405241844826,0.9090227035680436,433.37085732055135,608.4417717996986,1482.7660219091822,6,87,2992.3274925302917,BADS
wcb87506,0.00012005263963655352,3.2601796552785125e-5,0.47380533700623684,0.7501974052703451,285.66243260852985,297.0649504101632,1465.2344396633407,6,90,2957.467737348663,BADS
w11ae0c3,0.00014504981795430868,3.352448996823169e-5,0.45986756408503643,0.7583614372757634,953.2955031278725,504.6132850771906,1484.8872343177104,6,90,2996.7733266574023,BADS
