wid,d0,d2,θ0,θ2,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,7.142207957090426e-5,2.3038665902630544e-5,0.5895305121724904,0.895445864494294,100.01075877017715,382.18673152580647,2474.4124029402856,6,140,4978.474660416227,BADS
wdaebe9a,0.00012431124220641413,5.165692164964161e-5,0.5974397371523082,1.1530347300134598,887.2100910171865,471.9838675111535,1660.6590828095973,6,95,3348.641426968798,BADS
w457a2a0,6.649741057637703e-5,5.266499238972721e-5,0.5866807418316603,0.8167573283240199,835.096416901797,495.00395543873304,1637.3115018809433,6,95,3301.94626511149,BADS
wc71252e,0.00011395546509089039,4.45537128554317e-10,0.4515584646165371,0.12605917703360323,3402.602950949222,2168.4336432255805,1650.4701319400767,6,87,3327.7357125920807,BADS
w8250429,8.423968460392488e-5,2.602176302976445e-5,0.6925546868938546,0.929174585067176,511.4810975310321,541.3145917575093,1519.4924217210414,6,88,3065.848864328952,BADS
w5dd5645,8.481087386846644e-5,1.9815919825898602e-10,0.548094687461853,0.2183754110336304,3036.8528842926025,1957.895827293396,1535.2283365675821,6,82,3096.8969886187497,BADS
wa64273f,2.6449777655763977e-6,7.134970902994965e-5,0.5090502380210091,0.9487781245887162,645.3686623048271,531.5654039193762,1692.76297723589,6,92,3412.656685934074,BADS
w578a7cb,5.8348500976319305e-5,6.136567971620984e-5,0.5561457757439467,0.8411965195855814,65.98701061086723,618.9153280758917,1684.7474510233503,6,95,3396.818163396304,BADS
wb651fe0,0.00010661652952065978,1.6277121267310868e-7,0.6941336689137733,0.8842847628008446,341.35467867312036,700.7443634489769,1491.8511792624597,6,87,3010.4978072368467,BADS
wcb87506,0.00015075087259161076,3.257517217037255e-5,0.531315396600403,0.7964460045099259,198.17912185099,332.3399343527857,1464.9971062272364,6,90,2956.9930704764542,BADS
w11ae0c3,0.00019021770851675233,2.809164834593526e-5,0.5190334843274831,0.8524324317411084,937.2131882792021,564.515265926184,1480.9004907086453,6,90,2988.799839439272,BADS
w0c70a81,5.887531747037195e-5,2.7393160843342495e-8,0.6381601123901248,0.8888131402252668,436.7089536382367,618.9420305587195,1710.2510779443564,6,95,3447.8254172383163,BADS
wbcb6e6a,7.445747546750267e-5,3.907391055493091e-5,0.7313038164377212,0.9117351451516151,10.000078380108299,482.98155367374443,1536.1941061757066,6,89,3099.320030569806,BADS
wdf61453,8.343131220448952e-5,9.04581566233934e-10,0.5362786722925831,0.7388233334953702,159.78936939516197,594.0396741783617,1649.408061701381,6,95,3326.1393847523655,BADS
wa3a9848,0.0001815201391305153,9.515699845763741e-7,0.454664668430173,0.05446153398870841,2933.28033231679,2634.0341738785282,1627.5329444650945,6,87,3281.8613376421163,BADS
wf63b737,0.0001232640970679933,6.043851007149503e-7,0.6791131225018763,0.9107080028223572,439.3295878468962,618.4357473464846,1442.0852464754757,6,84,2910.755393744011,BADS
w4ff13f3,9.800869192940476e-5,2.9258905666342238e-5,0.6296648581264424,0.874816686975472,497.59609197603925,372.4440616479833,1518.72583057279,6,90,3064.4505191675617,BADS
w313d7aa,9.754608688166952e-5,2.4945767655049085e-5,0.6475324665064326,0.8618274875914286,367.46478008911066,429.71007647691687,2401.9119050718377,6,138,4833.387332254619,BADS
w0e2f500,8.518347821026647e-5,3.381356923866373e-5,0.5162042370623635,0.8002569907620285,136.82950723695637,919.4979433915937,1548.1944709394202,6,89,3123.3207600972332,BADS
waedfc9c,9.721734420414875e-5,5.57938121041672e-5,0.49715585967184334,0.8670120924530195,400.968800552738,661.9787666808211,1587.1046013007658,6,93,3201.404799560451,BADS
w96b09fe,9.493719445929775e-5,1.2718285636052048e-7,0.6416235997900367,0.9138108076341449,769.6764849126341,643.4187581762673,1679.426902272956,6,95,3386.1770658955156,BADS
w9ff051d,8.4567005265167e-5,3.008626414000671e-5,0.7059151471944641,0.9831601229822263,1197.8902336501053,619.4592947053028,1642.8227714237437,6,94,3312.9053115411075,BADS
wdcfc216,8.745887008995783e-5,1.2158799356863703e-7,0.48050910119879975,0.6966761477216289,833.9966546434825,488.89784287550145,1604.3546016595478,6,94,3235.9689720127158,BADS
w4a3c9b0,9.321176191424098e-5,3.820552602669824e-5,0.6945542116210898,0.931324786418082,426.7863127657389,481.3854755777739,2133.4538151015086,6,125,4295.877512626831,BADS
wde62b3d,6.564544526720866e-5,3.472148843869324e-5,0.5103635289464182,0.8188280265245339,205.01535299117714,315.64355950777116,1613.0070173452955,6,92,3253.144766152885,BADS
w5284fa9,0.00012106748045935944,3.5393500885640376e-5,0.4463045105151832,0.7446198461018503,852.8686282224955,710.4874605312942,1596.4008111843973,6,95,3220.124883718398,BADS
w18b16aa,0.00011573328462592767,3.222127191493568e-5,0.45395646712830057,0.7869021463723038,601.8278744217245,443.2917633137551,2395.0985253492754,6,141,4819.88961004082,BADS
w430272a,0.00015638163187821938,1.631486021481442e-5,0.6410167622510926,0.8720192039661925,542.4303455889458,600.7776700367689,1623.1416294024398,6,95,3273.606520154483,BADS
w2121301,0.0001379618322639493,2.877724846184845e-10,0.46868494179278664,0.7788772579460695,423.70048478490503,469.2047999331303,2479.898319946251,6,144,4989.615519689958,BADS
wb14ab17,7.597008316550299e-5,5.326331611289476e-6,0.57317464209852,0.7323527587929403,165.42694984675575,834.9024179233538,1635.1873128167633,6,94,3297.6343943271468,BADS
wc59a729,0.00012007246292470508,2.2956284426054474e-5,0.6846058377137706,0.9687416388085445,580.0986469238732,543.4659507352557,1645.2237896861582,6,95,3317.7708407219197,BADS
wcb4623a,7.908127544750553e-5,2.647255101720644e-5,0.5689015923078364,0.8178549767077355,584.1587404284102,1476.5828569983685,1686.1563233889506,6,95,3399.6359081275045,BADS
w672a25c,9.587555751980746e-5,2.8877632103636602e-5,0.5729057201425997,0.9602980334416213,472.03810486536224,733.8559832596729,1546.747253570471,6,89,3120.426325359335,BADS
wf36c682,7.988076061182473e-5,3.5353899287243764e-5,0.4940860670701948,0.7802998801368226,230.13347047929656,465.5369739672048,1641.7087098727582,6,95,3310.7406810951197,BADS
w5c58b96,5.4200062474090784e-5,6.437133111759716e-10,0.8208912660944042,0.5164646526114666,10.00015960735297,1703.6470940770414,1524.8186845066373,6,83,3076.1504126600544,BADS
w397496b,0.00013113965530436755,2.7876370360489478e-5,0.5132491682880209,0.8733990321878808,574.8080323712202,518.0072843795643,2497.06952465785,6,145,5023.9994517702235,BADS
w9376389,7.194835161180412e-5,8.090026022047791e-10,0.6186406104407586,0.23910956949634324,1811.9483739411007,2451.371633767131,1643.6554852803597,6,87,3314.1064192726467,BADS
w158db17,8.678963509856568e-5,2.110330459799648e-5,0.555672347735972,0.7332876216760542,288.4357789791922,374.2476176511446,1575.003948139854,6,95,3177.3311576293113,BADS
w9864444,8.748352912676813e-5,1.932297516436367e-9,0.39577953050566067,0.23515206300528008,521.2901231246178,758.4861615498994,2457.695649941636,6,145,4945.251702337796,BADS
w05e5ad5,7.715513312975282e-5,2.812211285140115e-5,0.6744408795817168,1.0785623111067804,10.00394263598873,492.47645499879,1654.8391079703438,6,90,3336.677073962669,BADS
w6d23692,9.8469774036253e-5,8.514970980986795e-10,0.5241528043150901,0.8106658375263214,393.7436327338223,365.0106072425846,2460.0655203891733,6,140,4949.780895314003,BADS
we289943,0.00012831988611305425,2.5651368721029162e-5,0.5699891736272845,0.8089890618558445,461.7996409918949,428.0584238946399,2383.79966597557,6,141,4797.291891293409,BADS
w6f95ee3,0.0001469127465615664,3.623681106968352e-5,0.7450866841494679,1.0127706795881908,802.0741374098524,923.9808271958456,2464.6810015484616,6,145,4959.222405551447,BADS
w6eb2a0a,7.856663546142982e-5,3.656816032485136e-10,0.7721428411300871,0.574458107290044,2245.545300271999,1864.9050321426898,1396.3199900673962,6,75,2818.5449088160103,BADS
w2424d8d,0.00011270139007036245,4.070777465978658e-5,0.5160332917189225,0.8143273950438015,429.06391827273205,499.2286527762189,1674.9691573948403,6,99,3377.5090338904884,BADS
