wid,d1,d2,θ1,Δ,T1,T2,neglogl,param_count,n_trials,bic,optimizer
w3c803c1,4.8979061484259985e-5,9.282952803702603e-5,0.7698677067112294,0.5351716126789688,718.6529126396638,482.795291344519,2490.3806716242084,6,140,5010.411197784073,BADS
wdaebe9a,7.297713699789471e-5,9.715177450158776e-5,0.8149255004338921,0.7218464954756201,1251.261735986918,763.9286448247734,1661.5686576493201,6,95,3350.4605766482437,BADS
w457a2a0,8.752849690695424e-5,1.3380793179847973e-5,0.938537720888853,0.3115849540755153,1299.286154401489,668.1793485069651,1623.1112958367562,6,95,3273.545853023116,BADS
wc71252e,3.537263144181351e-5,0.00010484787436896762,0.9441125798442184,0.5833388286620805,1951.0085467860094,1224.1936806215078,1595.9148196308954,6,87,3218.625087973718,BADS
w8250429,6.478993554725335e-5,3.489564067552941e-5,1.071783794524544,0.3638937067031071,1142.4073253910592,646.7217731309861,1540.6830182164201,6,88,3108.2300573197094,BADS
w5dd5645,4.229548788118543e-5,4.4798612076923413e-5,1.1256021942868812,0.3833372067434653,1478.7685551352808,965.8959986353411,1484.3327586372113,6,82,2995.105832758008,BADS
wa64273f,6.394099757556056e-5,3.730015372335958e-5,0.8466776189747762,0.5909785114676968,1142.2743425544343,982.5708197624751,1675.864909760113,6,92,3378.86055098252,BADS
w578a7cb,5.091113758657964e-5,7.754467192791525e-5,0.799140205028125,0.45831703419517,589.6249514755253,778.1438554212403,1686.2407943687817,6,95,3399.804850087167,BADS
wb651fe0,6.095233523483794e-5,8.053452208391497e-5,0.9063977144194528,0.4475741027281303,887.7955752282206,728.2447177440857,1488.7196989163629,6,87,3004.234846544653,BADS
wcb87506,9.31508188513876e-5,3.9247118391608324e-5,0.7526150724716717,0.34665283358132004,491.40290194191044,456.0375527944415,1466.1720631225094,6,90,2959.3429842670002,BADS
w11ae0c3,0.0001097601420726685,1.0260837975127812e-5,0.7369248746610645,0.3286001789431105,1098.6958544655388,776.2919486509023,1493.2316259368642,6,90,3013.46210989571,BADS
w0c70a81,3.6221645629799925e-5,1.5834616546918986e-5,0.8808783887229219,0.4515778181240057,1043.4756405274131,824.6011752736193,1717.4484037503712,6,95,3462.220068850346,BADS
wbcb6e6a,5.7349246229330595e-5,5.748861431768091e-5,1.0498330761106625,0.3587348882012884,720.796417806196,536.1296070765093,1537.657191090536,6,89,3102.2462003994647,BADS
wdf61453,7.297005872391946e-5,1.41497720969883e-5,0.757597841322422,0.2705345273017883,669.5193603634838,779.1326552629472,1637.9792957448667,6,95,3303.281852839337,BADS
wa3a9848,4.639486673637786e-5,9.909892752675089e-5,0.8541201528906822,0.7710193175077438,1529.3019518256187,999.3057742714883,1589.8990574765946,6,87,3206.5935636651166,BADS
wf63b737,6.796878441593387e-5,1.7166036166968225e-5,0.9447565893526189,0.3335041208961047,860.981074528536,787.8413459286097,1437.35062324628,6,84,2901.28614728562,BADS
w4ff13f3,7.207855871539426e-5,5.1074393005950936e-5,1.019738380484798,0.3042029451327846,748.1754283156589,500.18354463037434,1520.871347944848,6,90,3068.7415539116773,BADS
w313d7aa,5.4078739762442993e-5,0.00011114300276815259,0.8993084204660409,0.4368060691318533,822.1976315024225,546.5412878216741,2396.2377466113107,6,138,4822.039015333565,BADS
w0e2f500,5.123311534522365e-5,5.5364530182885706e-5,0.7568645598535659,0.4639924980342039,493.25038471870346,1093.0544584480233,1563.5360838061138,6,89,3154.0039858306204,BADS
waedfc9c,4.756354959352885e-5,0.00013379294496056838,0.6104209073120728,0.6023762535769492,898.6282918835062,789.2547130584718,1592.4084951565478,6,93,3212.012587272015,BADS
w96b09fe,7.770962663959918e-5,0.0001401187910684931,1.0191454485245048,0.7586347275041044,1058.2678804174068,635.6431510299445,1677.658078020349,6,95,3382.6394173903013,BADS
w9ff051d,5.208867942272759e-5,8.641848150206286e-5,0.8846204246566992,0.5119736284927979,2036.8094103086776,762.0044032073907,1652.5184742642007,6,94,3332.2967172220215,BADS
wdcfc216,4.8896708175210165e-5,7.594760455153121e-5,0.6677552744593414,0.3331874895093642,1197.4163204999059,590.7750324004156,1598.7951762894438,6,94,3224.8501212725077,BADS
w4a3c9b0,5.814862009343514e-5,9.743186218219303e-5,1.0680255537441554,0.4279973456442531,757.6282713649565,596.7534764768062,2154.748119834247,6,125,4338.466122092308,BADS
wde62b3d,5.377170506851586e-5,7.286374098442483e-5,0.7105050849638431,0.46599298098726477,664.1266591062604,491.6914356007766,1604.1579740717525,6,92,3235.446679605799,BADS
w5284fa9,5.279869032171968e-5,8.82331069759933e-5,0.627349747025637,0.4473207869624639,1022.7298999193409,815.9831522313656,1604.5685760526549,6,95,3236.460413454913,BADS
w18b16aa,6.77709761179442e-5,9.453346573301136e-5,0.6164802444743691,0.46964767516445133,946.4449575854818,627.8027504275087,2395.9529052963358,6,141,4821.598369934941,BADS
w430272a,9.388395914071985e-5,2.7157374003079728e-5,0.7949370782404015,0.3865828488890475,1021.4447482454037,713.6251607252119,1615.742224761561,6,95,3258.8077108727252,BADS
w2121301,7.987407538138228e-5,3.1661492621231846e-5,0.6508953005514558,0.41692058740269206,667.9505449375938,772.2706673785073,2465.8999367324445,6,144,4961.618753262345,BADS
wb14ab17,4.763719028372129e-5,6.866067017390186e-5,0.7796960750361903,0.31436284561641514,640.8947481540964,890.0632835226133,1628.2714945473194,6,94,3283.802757788259,BADS
wc59a729,5.960400646767028e-5,8.200083782488487e-5,0.9796041955684449,0.39793332408922655,919.3332265239404,745.2583056674489,1648.7906633731477,6,95,3324.904588095899,BADS
wcb4623a,6.036181741629572e-5,8.80595353889682e-5,0.8417452808655799,0.4988785586506128,986.2216664478183,1537.5382515601814,1683.5142784269224,6,95,3394.351818203448,BADS
w672a25c,6.39419608528305e-5,5.000278449752724e-5,0.7860701427981257,0.5385147023759782,1084.131554141641,916.0318462178116,1554.207084876755,6,89,3135.345987971903,BADS
wf36c682,6.659953385800697e-5,1.1818187883475304e-5,0.712690391279757,0.37487355714198206,676.0821233037858,666.2249515298754,1644.0971166939096,6,95,3315.5174947374226,BADS
w5c58b96,4.7609952272717655e-5,4.680784736729219e-5,1.0625365767840114,0.46320404039443364,1328.022454476292,826.2107347733094,1475.671676023787,6,83,2977.856395694354,BADS
w397496b,8.55264088184717e-5,1.8254007319224652e-5,0.7238282120530403,0.3909451854876943,870.9027070731967,805.2572117724138,2507.190248051708,6,145,5044.2408985579395,BADS
w9376389,5.6378991587505114e-5,4.042583096165524e-5,1.0329086598684079,0.5676243056743988,1886.588926843251,1372.8886348311792,1585.9214316490484,6,87,3198.638312010024,BADS
w158db17,9.124023274154319e-5,1.0727100005102287e-6,0.7891263692841131,0.22594184352719826,921.9566218615,481.83407022752385,1568.54335950266,6,95,3164.4099803549234,BADS
w9864444,5.667689160492786e-5,0.00010386595188001575,0.4872496412391479,0.37293949987024005,685.1996478759875,303.9024923365731,2363.8903478969537,6,145,4757.641098248431,BADS
w05e5ad5,5.9760182560479406e-5,4.073428941542139e-5,1.009601126410889,0.5701289535356044,440.32960449576444,746.4631682301845,1651.9239374348533,6,90,3330.846732891688,BADS
w6d23692,6.100846650808435e-5,3.84100704742251e-5,0.701827280819416,0.42442212887108327,797.613134607673,535.2831564843657,2455.0039270614498,6,140,4939.657708658556,BADS
we289943,6.044454487371426e-5,8.42760565440711e-5,0.6687260838123776,0.37855947963362024,1005.0950065256618,506.52832516786856,2390.202552663251,6,141,4810.097664668771,BADS
w6f95ee3,7.950632207131479e-5,0.0001685049736349688,0.9555002735756988,0.8118348035745567,1325.8152219286392,747.4206250017725,2484.565336285338,6,145,4998.9910750252,BADS
