pda,ana,mean_ll,diff
-16.562062053893357,-16.312715657992126,-16.437388855942743,-0.24934639590123098
-17.86793284416876,-18.05003557463173,-17.958984209400242,0.18210273046296876
-17.387262977798535,-17.2822741283418,-17.33476855307017,-0.10498884945673481
-17.371383701872297,-17.174164299249757,-17.27277400056103,-0.19721940262254023
-15.062681291246069,-15.2741334169576,-15.168407354101834,0.21145212571153138
-22.436405221576564,-22.854575105883512,-22.645490163730038,0.41816988430694835
-17.657340090394673,-17.547156679548806,-17.602248384971737,-0.1101834108458668
-17.877679799514038,-18.26834395965696,-18.0730118795855,0.39066416014292216
-21.436761617394975,-21.33322948362438,-21.38499555050968,-0.10353213377059589
-19.671877572814736,-19.481115539623705,-19.57649655621922,-0.19076203319103158
-16.16383845080675,-15.968336307466505,-16.066087379136626,-0.19550214334024574
-15.595127863925367,-15.24658767467205,-15.420857769298708,-0.34854018925331687
-16.26734175198158,-16.09289354253172,-16.18011764725665,-0.17444820944986006
-16.555425738224457,-16.529875067800656,-16.54265040301256,-0.02555067042380088
-16.393467270062718,-16.46021333719098,-16.426840303626847,0.06674606712826048
-15.342680789012254,-15.276450719719342,-15.3095657543658,-0.06623006929291186
-16.291960857790823,-16.374318800820173,-16.333139829305498,0.08235794302935062
-15.700248603763226,-15.57294838134526,-15.636598492554242,-0.12730022241796668
-16.7860693691575,-16.850150933894717,-16.818110151526106,0.0640815647372186
-15.780965553685057,-15.73595462435367,-15.758460089019364,-0.04501092933138651
-18.63591758466476,-18.817984830023015,-18.726951207343888,0.18206724535825458
-19.79981166518263,-19.712576772196996,-19.756194218689814,-0.08723489298563436
-18.04258458946559,-18.350222616215504,-18.196403602840547,0.30763802674991325
-17.155843024027742,-17.106047970673053,-17.130945497350396,-0.049795053354689145
-16.263323971129772,-16.267293351424275,-16.265308661277025,0.003969380294503111
-16.902573579304867,-16.951868084936155,-16.92722083212051,0.04929450563128768
-16.32567121449742,-16.170745467706265,-16.248208341101844,-0.15492574679115378
-19.38510240229423,-19.242582420508384,-19.313842411401307,-0.14251998178584557
-17.38891267823407,-17.35552401522098,-17.372218346727525,-0.03338866301309196
-17.27331057982787,-16.96564672862914,-17.119478654228505,-0.30766385119873263
-20.44792917377014,-20.725821639551686,-20.586875406660916,0.2778924657815445
-17.862884217791436,-18.08062540306001,-17.971754810425722,0.21774118526857578
-18.037538556543858,-18.050995011444996,-18.044266783994427,0.01345645490113867
-17.935370751664838,-17.71335349558873,-17.824362123626784,-0.22201725607610712
-17.399874687583168,-17.37166102157767,-17.38576785458042,-0.028213666005498794
-18.371662545614456,-18.493688359064436,-18.432675452339446,0.12202581344998009
-15.579854878644145,-15.432519981528555,-15.50618743008635,-0.14733489711558967
-16.821139751501047,-16.634113733827277,-16.727626742664164,-0.18702601767376947
-14.82697083525539,-14.77755138374141,-14.8022611094984,-0.049419451513980306
-15.6596947689826,-15.706955783835156,-15.683325276408878,0.047261014852555405
-16.483214056890272,-16.441097094980094,-16.462155575935185,-0.04211696191017822
-19.399350367210324,-19.0839081346896,-19.241629250949963,-0.31544223252072356
-15.176299417851785,-15.15158598002634,-15.163942698939064,-0.02471343782544544
-15.95738401273823,-15.986372022926133,-15.971878017832182,0.028988010187903868
-16.8510740901562,-17.279032562696496,-17.065053326426348,0.42795847254029695
-17.854473887689874,-17.616370848539077,-17.735422368114477,-0.238103039150797
-17.221483810682326,-17.160409957008184,-17.190946883845257,-0.06107385367414153
-15.34751372378676,-15.140615284593746,-15.244064504190252,-0.20689843919301332
-16.515151218899838,-16.396328432445813,-16.455739825672826,-0.11882278645402522
-16.379793261807144,-16.318565658162274,-16.34917945998471,-0.06122760364486979
-17.501427046232596,-17.31047813974387,-17.405952592988235,-0.19094890648872465
-15.25892027338887,-15.267625101240508,-15.26327268731469,0.008704827851637731
-16.19161983564662,-16.17969683366549,-16.185658334656054,-0.011923001981131165
-17.031290651952613,-17.49870311296891,-17.264996882460764,0.4674124610162984
-16.36709522287759,-16.236962820601953,-16.30202902173977,-0.13013240227563827
-15.269794407399303,-15.162645314389547,-15.216219860894425,-0.10714909300975606
-16.621572064903685,-16.553224391184614,-16.58739822804415,-0.06834767371907091
-16.16580718719079,-16.267531581545562,-16.216669384368174,0.10172439435477187
