theta1_fit,slice_wid,lims_min,lims_max,r,mae,rmse_all,bias,loa_lo,loa_hi
0.8136359153136994,w3c803c1,-28.99182392935723,-12.577772041920952,0.9896809156371595,0.14670518778009684,0.23481940853008018,-0.02909924681834196,-0.4858474725955353,0.42764897895885134
