wid,d1,d2,θ1,θ2,T1,T2,neglogl,param_count,n_trials,bic
w3c803c1,7.421358279337556e-5,0.0009997189622166602,0.9331097412109376,1.266231689453125,865.1855468750002,1127.6947021484375,270.12260638044324,6,148,570.2284864034712
wdaebe9a,0.00021538796624448142,0.00012845903299470304,0.8202210998535157,1.0001661682128904,1855.4176330566406,1251.7921447753909,188.85931067046107,6,95,405.04188269052537
w457a2a0,9.879864231102218e-5,0.00037642945050999206,0.9166741943359376,1.1279193115234374,1575.5615234375,1021.1868286132811,121.03490625747398,6,100,269.7008336308765
wc71252e,9.590138403200886e-5,1.0471112566559603e-10,0.8952677631378173,1.001122107505798,2727.037644386292,1470.3084230422976,171.7270889664298,6,95,370.7774392824628
w8250429,0.00010415981390764774,3.23782898280416e-5,1.2294027709960935,1.3130307006835935,1876.6464233398438,1196.8399047851565,165.51123635341781,6,97,358.4707385778559
w5dd5645,1.0732871811637053e-7,1.6334152977353373e-6,0.6881891250610351,0.47025007247924805,4011.4287376403804,1212.3369216918945,303.26718417077933,6,89,633.4661865599516
wa64273f,1.3943915483747615e-7,2.439162685171314e-9,0.6842302677035331,1.0113890135288237,1370.9022432565694,1760.5126202106476,317.726508981057,6,94,662.712786655734
w578a7cb,5.06832553984791e-5,0.0002502337862825178,0.8639837646484374,1.1450119781494137,607.0434570312501,1199.1447448730469,247.88982250170358,6,98,523.2894498754306
wb651fe0,8.309132110541729e-5,0.0007937033313220092,0.9172633361816407,1.9934140014648436,1645.3739166259768,1055.1528930664065,210.2872816465925,6,96,447.960652441992
wcb87506,9.972840525831453e-5,9.201075138207096e-5,0.8017479860782624,0.9773497855663299,548.8443493843082,1137.0116770267489,153.6828722746001,6,100,334.99676566512875
w11ae0c3,0.00012504570707382745,0.000749881035809041,0.6499440002441407,0.9400076103210449,1569.875240325928,1212.1246337890627,171.74710195156496,6,100,371.12522501905846
w0c70a81,9.263964347542268e-5,0.0007699714273739581,0.6834948730468751,1.0477960205078123,2146.6766357421875,1068.4967041015627,192.72966117899213,6,95,412.7825837075875
wbcb6e6a,0.00012343892239350074,0.0009979719347225776,0.9579056262969972,1.1657383942604065,1749.9456107616427,1089.895135164261,146.7538372754632,6,92,320.6384060132207
wdf61453,0.00011148352529118708,6.958229988974856e-5,0.7971463775634766,0.8660231018066407,1042.1730041503906,1167.3622131347656,143.27055104062134,6,95,313.8643634308459
wa3a9848,8.553055238457322e-7,2.4504400365876977e-8,0.6065306663513184,0.743066177368164,3591.887187957763,1630.695724487305,295.6515412918163,6,87,618.0985312955601
wf63b737,0.00011730406151648985,1.0000175674844175e-10,1.2886417388916016,0.6739609718322754,836.7389678955077,1179.856872558594,121.11496824662728,6,80,268.52209630129784
w4ff13f3,8.725612020916049e-5,0.0009536085080922243,1.155624084472656,1.5813168334960934,832.6751708984377,768.8674926757811,163.94288592193593,6,100,355.5167929598004
w313d7aa,0.0001096268643494518,0.0007980094910850154,1.3273966979980467,1.2243724060058592,939.8502349853517,1086.6321563720705,263.26170244789574,6,146,556.4250446260415
w0e2f500,6.121869527429385e-10,2.739836894174846e-9,0.6386571010947227,0.11140424042940142,1614.9449571967125,1529.805187880993,293.8295838404408,6,87,614.4546163928092
waedfc9c,0.00014645260390577244,7.54844001587673e-6,0.6935570192337036,0.7857345867156983,1322.620487213135,1258.6156845092776,147.82743790197654,6,100,323.2858969198816
w96b09fe,5.485639894902876e-5,0.0009882641626798587,0.860902099609375,1.7375980377197264,1118.7786102294922,1043.0221557617188,187.23275926060668,6,95,401.7887798708166
w9ff051d,8.402489123687932e-5,0.00017789043122398306,0.8814994049072266,1.2805523681640625,2616.6213989257817,839.407730102539,198.04442653748404,6,99,423.6595721757756
wdcfc216,0.00011567311256936343,1.6125735469533375e-8,0.6082962036132813,0.7020150756835938,1813.323974609375,1188.105773925781,127.93471727277202,6,100,283.5004556614726
w4a3c9b0,0.00010121596578746099,2.812526866340566e-7,1.3406977081298828,0.7254976654052734,1496.0445404052737,1380.0140380859375,219.75049835288564,6,131,468.7521806449782
wde62b3d,0.00010724955720459726,0.0009997189622166602,0.9707846069335937,1.5884469604492186,788.5192871093751,1134.97314453125,168.0435992869837,6,95,363.4104599235706
w5284fa9,0.00012088798977141451,0.00025447290977682766,0.5343780207633972,0.7777932095527649,1541.7034983634949,1250.8330583572392,162.02186340005238,6,95,351.366988149708
w18b16aa,7.693764982737599e-5,0.0007896978170483527,0.7034048461914063,0.8812274932861328,861.1824035644534,1194.049835205078,268.9966651007589,6,148,567.9766038441024
w430272a,0.00011482278494729861,3.5707947911270554e-8,0.8715217590332032,0.001004257202148453,1092.6368713378906,1224.6192932128909,109.45597975398275,6,95,246.23522085756872
w2121301,0.00012026919910869784,2.040283303023892e-5,0.7926706933975219,0.7572126626968383,990.4733180999756,1268.619751930237,246.0923858551917,6,149,522.2084495460562
wb14ab17,7.466867206319474e-5,0.0001026196357412444,0.7478019714355469,0.8681002044677735,996.3794708251952,1403.1230926513674,161.45672232832334,6,94,350.1732133502667
wc59a729,8.771873220090287e-5,0.000995775223027787,0.9865044975280761,1.2260775184631345,1696.3988304138186,1222.314453125,169.94432745984705,6,100,367.51967603562264
wcb4623a,8.354799559249152e-5,4.846121374082168e-7,0.6555484008789062,0.8735233306884765,1887.1395111083984,1853.4160614013672,197.55097522428463,6,95,422.4252117981725
w672a25c,1.698911385237862e-7,6.448096864338789e-8,0.6505305457115172,0.9071751081943511,1611.5907609462738,1618.0797576904297,330.2884559725243,6,98,688.086716817072
wf36c682,0.00016735273430337904,0.0009988763226712687,0.6623461914062501,0.27333129882812507,1415.4357910156252,1258.221435546875,103.3608247291374,6,94,233.98141815189484
w5c58b96,8.597938999920351e-8,1.442636112289123e-5,0.8765482294559479,0.7025797879695892,2344.5450723171234,1393.5653984546664,297.7348836715721,6,87,622.2652160550717
w397496b,0.00010451173055712974,0.00030677248635167884,0.78150390625,1.129158020019531,1166.2704467773435,1397.7249145507815,288.8955808196708,6,149,607.8148394750143
w9376389,9.548154408177563e-5,0.0008085648239883457,1.1506390380859375,1.3315055847167967,2459.2857360839844,2040.5933380126953,244.28437178704309,6,93,515.7643405330057
w158db17,0.00013654771085256292,1.6835530529501417e-5,1.104051513671875,0.834315185546875,787.7914428710939,713.9759063720704,126.74011246265438,6,95,280.803486274912
w9864444,0.00014254801748182284,1.4128154945152438e-5,0.5218736267089844,0.4212889862060547,1197.9923248291018,1003.9611816406249,170.02761497416472,6,147,369.99782546900184
w05e5ad5,8.964264212522661e-5,1.6030831699891899e-9,0.9546511840820312,1.13341796875,1379.0435791015627,1376.8600463867185,169.82260439208756,6,93,366.8408057430946
w6d23692,0.00010311840375603625,1.9633569657030168e-6,0.8621408081054687,0.9881567382812501,871.6754913330078,1013.8477325439455,272.3972200400111,6,146,574.6960798102723
we289943,0.00012534702004956722,0.0006477864877404891,0.927120132446289,1.069805755615234,979.821014404297,1081.476593017578,200.2648423853006,6,148,430.51295841318586
w6f95ee3,0.0001564577111778914,0.0001027711787798893,1.2472809600830077,0.001004257202148453,1680.4317474365237,1783.664321899414,256.30251299582545,6,148,542.5882996342356
w6eb2a0a,7.178745945189834e-5,5.819899247240262e-9,1.4610393714904784,0.9790476989746093,2112.8318786621094,1616.85152053833,165.82207087324883,6,85,358.30004928543957
w2424d8d,0.00010032376185432744,5.3392225967566815e-5,1.1709644317626953,0.5321080780029297,372.01042175293003,1247.0611572265623,196.90746364918002,6,99,421.38564639916757
