d1,d2,θ1,Δ,T1,T2,rss,param_count,n_trials,bic
9.866612343620054e-5,2.263813216118739e-5,0.9895724498735441,0.08571788573697112,929.4794377711697,1176.6671943109122,0.2863665646388406,6,1571,-82.0645013394696
