d1,d2,θ1,θ2,T1,T2,rss,param_count,n_trials,bic
9.20746504492192e-5,9.989011541752917e-5,0.8317114256174319,0.45464294761514906,1565.6411611256694,623.1283645898799,0.6877086257752164,6,1571,-61.91437258623532
