wid,true_d1,true_d2,true_θ1,true_θ2,true_T1,true_T2,fitted_d1,fitted_d2,fitted_θ1,fitted_θ2,fitted_T1,fitted_T2,neglogl,n_trials
recovery_023,1.0265249466394544e-5,0.0006086937053432483,0.9518711229875945,0.660420003920772,3605.5697385680583,2780.4293619172413,1.486929752116428e-5,0.0006163530135645738,0.7939596412718309,0.7354252412809351,3900.2709276364612,2779.728738630416,1474.7440711381614,86
recovery_024,0.00013799518819187118,0.00016828389144666307,0.8532329689094611,0.5267793595847531,3939.3790203067592,2179.2732439215733,0.00013168613278876604,0.00021129802803760846,0.8467643641314134,0.5174716515755791,3899.303114954273,2127.7901675943212,1694.47118049172,98
recovery_025,2.2336891434222508e-5,2.4450479038180876e-5,0.4086687332410874,0.25578701322163083,3866.93916195459,2035.3894405919016,3.860158987367778e-5,4.160198179527962e-5,0.39478981778219324,0.2696737774610437,3869.8129412558133,2034.5416935379233,1568.0249631276663,100
recovery_026,2.0073687002621142e-5,3.9652274046613574e-5,0.8342085515811838,0.06308148290537828,3715.7483729624164,3821.9099922037585,7.93067422782238e-6,1.187942005737741e-6,0.7367660572166265,0.07365870901294079,3904.6448837449943,3821.208339730571,1372.9529048293507,96
recovery_027,0.0005019411918147359,1.3440940111054644e-5,0.48053400139034214,0.36540310091017614,1624.7502695024548,1510.89899146579,0.00043909111920352977,1.3966028113981202e-5,0.478066683006505,0.4227702698547097,1615.525755949275,1504.9381304148965,1577.717365927052,100
recovery_028,4.410332488279765e-5,0.0002174017389955967,0.924385628833268,0.9250364038151242,1433.121742606761,2233.185491420183,4.326783670705412e-5,0.00020596914303217589,0.8503407043198513,0.8594837052802462,1502.4871037748426,2302.82608128623,1642.073652904865,89
recovery_029,9.371912899158945e-5,5.806658336277256e-5,0.8766238966226911,0.7454998977010756,4252.802036515156,2358.7740785599194,9.915553956846556e-5,6.830412702751229e-5,0.7837854895189593,0.7463202330734793,4395.054762201869,2297.591206590073,1795.0606977823425,97
recovery_030,0.00011478257153005362,0.0006225221131966085,0.5675857725692104,0.6706791106532589,202.62146752673343,2516.0396220492976,0.00010378537789377475,0.0006728149150634032,0.5537989140551236,0.6498569394562242,223.39411029646487,2547.1771417912237,1592.6830466795902,100
recovery_031,0.0004806213368371305,0.0006981465523833648,0.3336045172475025,0.6465657192371714,4440.640770686671,1627.1788723026368,0.0005370032138960083,0.0007610243825306078,0.3317314485526396,0.6629533229533381,4461.397198131023,1645.9191065890664,1422.2003880127822,100
recovery_032,0.0009016376692221082,1.238971665765225e-5,0.7665707031261155,0.029099128690251337,772.6758475113272,2750.066250345951,0.0008645772846063319,0.00039812271396169,0.8049452562672923,0.03820065469999464,752.6291365156793,2750.4727362000267,1074.2214634721454,100
recovery_033,7.556359830201731e-5,5.55122328280408e-5,0.5108508323742113,0.9101534803151641,2839.986357349491,4942.933545533887,8.8519247819106e-5,6.118257644284433e-5,0.5482307659559182,0.790591752762089,2807.722642102422,4988.085382565419,1680.4947813002175,93
recovery_034,5.1192205031549776e-5,6.121158248096512e-5,0.6253913495797879,0.4164343580622273,4134.946124419453,2902.8363244594125,3.573256503947809e-5,4.902328707836345e-5,0.5682990522392731,0.43339382414929334,4176.470767662544,2918.166770822006,1732.8190503135077,100
recovery_035,4.926805999337821e-5,0.0002108879999659428,0.43679965178942537,0.8403996319314376,1696.7877858106224,1126.812230795684,5.023342837775844e-5,0.00021541930768272636,0.47077491437529717,0.8671588575687702,1693.8077866788828,1074.0756137275184,1731.585821571286,100
recovery_036,0.00021606085277788432,0.0005975374654195394,0.28155147520929064,0.6377746618369244,4077.7395798513626,729.4406175030722,0.0002526466624301686,0.0005526371992447851,0.2825688499695752,0.6305670794790058,4098.093193841487,737.515789380268,1469.7555109152352,100
recovery_037,0.00022407698416562923,0.00029838800601876054,0.696527340512204,0.9249709109303801,1294.7547867684323,507.0392987136428,0.00024025097516417403,0.00027570055073223394,0.7481346303647114,0.8337400354219676,1223.4930688397185,554.4275158100162,1646.5620468495351,97
recovery_038,0.00038465748188821884,6.455621721190672e-5,0.8801340399976059,0.8579075285088146,4773.494031874778,4935.232131473268,0.0003528104271467176,7.340035677757608e-5,0.8281339402040249,0.7707216944836365,4796.014437132362,5208.967657915127,1642.1485341482262,93
recovery_039,0.0004511716778428659,0.0005012751351490458,0.4148841843063936,0.9487236470226146,2825.5743760335176,3256.976324086501,0.0004947229268811268,0.00046067969930498867,0.4243263542171553,0.834063706283232,2828.048674544698,3343.013042217171,1462.1988652937491,96
recovery_040,1.640771756262717e-5,0.0004881037422209537,0.08404944216709373,0.7144884230405292,2766.8216930945414,3369.017299492746,0.00032049905069837467,0.00043728711573128893,0.09802779431631571,0.7463011542842155,2765.9144063630706,3332.6618178431813,1330.4159150947623,100
recovery_041,0.0004283282920766541,0.00017518339541190833,0.3941525633655393,0.0576178122807493,511.97405922043976,3168.91379515303,0.00040746739261240624,0.00016880549846914403,0.3911155943857921,0.06073825413384844,535.9478160142315,3169.7255751783814,1174.741689570775,100
recovery_042,0.000391589656666396,0.0003975193169524854,0.9170164411968916,0.4135354425250295,4388.858450687203,2055.557581708853,0.00042870902808944515,0.00044853776360505315,0.9947031507972667,0.47789585548113167,4359.262412257172,2048.143902394878,1493.3516007847338,98
recovery_043,9.16612201293618e-5,3.174090734190582e-5,0.8058456598662163,0.5835547244972722,4992.521216650252,1396.8055630597928,0.0001088278154178182,1.0054283983830277e-6,0.8556727631171178,0.603120935133494,4991.985225619828,1415.9437655510828,1817.891501846102,99
recovery_044,2.3735548078532766e-5,0.0008305418074482833,0.4179380200047879,0.07251676339363197,1842.1748507449709,651.5429968692741,4.883204360728252e-5,0.0007903474241956745,0.3942392555622651,0.07594493557953869,1838.9015188117673,652.324061612873,1291.3029460479568,100
recovery_045,1.4222255156862241e-5,7.733866173492328e-5,0.6836768070090842,0.21603197706237423,3961.024020878213,546.5500324141258,1.0000093403016917e-6,0.00010883474770846624,0.6627984088658582,0.2315595903519602,4024.5341968466273,552.223950743348,1623.0113362091188,99
recovery_046,8.802103703960274e-5,9.93763138018585e-5,0.5317294824843589,0.8709570195375542,4834.397804085752,3607.0119020518914,0.00010531419876615198,0.00011217118601432456,0.5772689746442098,0.8241691385099875,4831.031792050862,3703.797606048738,1817.9676473281654,100
recovery_047,6.082697797473909e-5,0.0007296249396150661,0.5144625664640866,0.9599817848002216,3995.5523892920223,124.01214045372764,7.446818964693227e-5,0.0006779982813608399,0.5386015630205189,0.9073638090611549,3998.7180525961444,131.20155585661507,1605.4871028926657,100
recovery_048,4.5672507100126266e-5,2.0611835765428137e-5,0.3909596913083694,0.4786533367374723,4415.841945770576,1360.656322622458,2.6127542245807215e-5,7.790694872052507e-6,0.42549601027290607,0.5092061933256233,4389.651177315818,1358.0039812447835,1714.84235702919,100
recovery_049,3.492633131963508e-5,7.215955441156497e-5,0.8927456372177885,0.03057483905518868,4962.61033462011,2296.3976119087397,5.7712757122431826e-5,3.593839928329173e-5,0.8933302204548659,0.039437336505582725,4951.899309527408,2296.969525236284,1244.645701755352,94
recovery_050,0.0002498030260802466,6.585228755463559e-5,0.619983824887593,0.013299447266791335,4090.1383644984894,4162.385852199941,0.00024550143536379934,1.0001347646040938e-6,0.6352298553367934,0.019720306203792292,4094.918665833618,4162.930741820558,1062.1434466801675,100
