wid,true_d1,true_d2,true_θ1,true_θ2,true_T1,true_T2,fitted_d1,fitted_d2,fitted_θ1,fitted_θ2,fitted_T1,fitted_T2,neglogl,n_trials
recovery_001,4.654526923734822e-5,6.0068551492124044e-5,0.27257951589468465,0.802825564365156,2935.577970446203,2320.917727787569,2.127792288547251e-5,6.0308694667820275e-5,0.30478597644119243,0.8401983758470342,2928.2475789022933,2372.6245300024016,1687.2607527849398,98
recovery_002,0.0006565054223937907,0.0002640246470419014,0.25016203168587436,0.7438885751315018,3684.4767903250718,2890.5546494662067,0.0006107463384602597,0.0002513608410078496,0.24848086219854432,0.6818823178781666,3693.9397887584523,2923.226562057524,1507.8636781796974,100
recovery_003,1.2804949469388574e-5,3.3844407374490535e-5,0.06087740687919321,0.3134413875904296,1160.6175655403251,4564.121851039579,1.0318371632051188e-6,1.4392229008441524e-5,0.07256431208997786,0.315737747723949,1162.304534835641,4575.856363898487,1264.13175750519,100
recovery_004,4.033908745514825e-5,0.00038381994662604104,0.317378663638375,0.45329318713843986,3160.320904619207,3439.7950346566354,7.607139035423194e-5,0.00034447207240841457,0.3492536908202601,0.41128895574944185,3131.729555159472,3446.6346723711463,1538.6689385733641,100
recovery_005,0.0002932415125652572,2.1651852624483806e-5,0.08654020146529708,0.19120174245402577,1968.88423015037,4015.014366182086,0.00048540918018329685,3.088520122785977e-5,0.09417346446356537,0.19367459440536552,1969.49037604827,4021.790918899023,1197.2995835928689,100
recovery_006,0.0003392295822707469,0.0007564290663113293,0.6857627178236415,0.9435694167035407,4054.5338611192924,3461.388494902019,0.00033122166419887584,0.0007443015551288282,0.6804565824434167,0.8524055296877259,4040.383001304781,3498.008652080989,1528.4401281876874,99
recovery_007,0.00027979248540986476,0.0001456088145379436,0.29906666217483807,0.901617148065879,2071.908561772858,4364.390122174604,0.0003070731713866047,0.00014074420441383215,0.3248717572288865,0.866138481314291,2071.7758694266877,4349.906412251095,1578.9973168564682,96
recovery_008,0.0006462882959421554,0.0009639949646696583,0.4394224441332469,0.6871623946071463,2077.319401004761,920.5965863882627,0.0006133567361939646,0.0009238387050116033,0.42504149383568807,0.6437856220495268,2091.4748665052684,926.8656452069989,1401.368076241718,100
recovery_009,6.784253787283535e-5,0.00012067633612538074,0.17605991076736197,0.04305483059793835,3129.9525566334987,1779.1314279161065,8.96762720927254e-5,1.0370706707105763e-6,0.18283036118175897,0.051642048386477776,3127.431168637243,1778.869980180889,1080.8819599759713,100
recovery_010,0.0004258105220740762,0.00043005384072030675,0.3483766649134371,0.4574449449328566,4367.3116433383575,1583.359686580278,0.0004477783452809579,0.000402012649518468,0.3730529705338995,0.48473106543066025,4358.041647266508,1577.3872184534412,1473.763401512573,100
recovery_011,4.6244319567473144e-5,3.002291564421874e-5,0.9640938579513375,0.31479407088899153,4675.489051032988,4282.378373311742,6.353857725342853e-5,5.575753847654927e-5,0.9062312420463811,0.3051017854953499,4938.509207195754,4302.566273742063,1612.4308040849878,93
recovery_012,7.487280742556957e-5,6.29609116160892e-5,0.8040208393996492,0.2566015084717933,2223.0511432662224,3772.0629954429746,6.830197387580211e-5,4.971855167387826e-5,0.7845067259765346,0.25853800606288135,2242.0962596010213,3776.8755742488793,1610.5331383112389,96
recovery_013,0.0004845147759807035,0.00021176390660063968,0.9957179354406118,0.2596937212401008,1019.7453970244622,483.01791928335706,0.00042358738069153646,0.00022627668378487565,0.8535655370428222,0.2614607360789569,1065.2208548746842,496.138905269413,1473.0649289425912,98
recovery_014,1.9005206633061358e-5,0.0002622312030108231,0.12440864465608843,0.906352938612637,3721.479725717949,2014.8564363509815,1.0000806118273456e-6,0.00028758320812760586,0.12808777033965726,0.9099199683568531,3724.804301062659,2039.1594651305238,1415.52878163271,98
recovery_015,0.0007473626198999824,0.0002892357734877524,0.8947772520878252,0.8111421734812254,1580.9129030569832,2368.3886025473635,0.0006870478689441447,0.00031134312809532477,0.7848660893246345,0.8720844796201477,1594.5421993978441,2442.4281133861655,1553.9297353682764,99
recovery_016,0.0006205646173817866,1.758120227378505e-5,0.22319801194093616,0.03292382635572602,154.8983026793645,812.6538774906553,0.000587517781975933,0.00016125243514269078,0.2183111465068001,0.0401290892114824,151.5141563838682,813.0165944683255,989.8177445889266,100
recovery_017,8.289428023657957e-5,3.296033844520731e-5,0.9571560606612233,0.9088626365923062,678.2579175853398,3314.980067549624,0.00010374500113739028,4.252515518665288e-5,0.9675169793115808,0.8386719649211875,715.1327800909519,3530.47702717411,1720.161754277622,90
recovery_018,0.0004358584771068732,3.1939876772313186e-5,0.02715431512487898,0.07094762944190924,1885.557479236912,976.3181758996599,0.0007187522525183018,1.0015667901433092e-6,0.03420024603642447,0.07758001100144672,1885.7647790083772,976.8950815163038,827.7890159736403,100
recovery_019,0.00018637891851301804,0.00045869062001073523,0.09192838216938355,0.5400546926244407,1701.1447511510928,4644.559715210642,0.00015872815898275962,0.0004423263370311466,0.10664830601426746,0.5264607352657013,1699.416458609063,4663.312450608413,1314.0207768010728,100
recovery_020,0.0008084479842143473,5.834161172148918e-5,0.8530695026588501,0.1299066857645887,2083.3118048862557,3354.022193807559,0.0008161818608936255,7.297515766354913e-5,0.8645231014879006,0.14643275915981577,2093.939291186132,3353.489148554695,1367.13620983497,100
recovery_021,4.803546942106416e-5,8.030242204407232e-5,0.9694279003178448,0.5606501716271288,4166.120825079368,922.3470933800616,2.8976960374487233e-5,7.630912571486696e-5,0.8239517223703116,0.5582266737611781,4231.858339116843,996.3829329810321,1692.9843184760605,92
recovery_022,0.00086347263390805,8.956383624006127e-5,0.8978121073695623,0.9642473551999513,272.2714661388113,729.4828550402074,0.0008157999493417458,8.43109103951672e-5,0.8206055446839127,0.9062855018303889,281.3944037176042,904.9813052532045,1540.6770707188907,91
recovery_023,1.0265249466394544e-5,0.0006086937053432483,0.9518711229875945,0.660420003920772,3605.5697385680583,2780.4293619172413,1.0000000000005228e-6,0.0006683479695951417,0.8552085106711671,0.7528955010585708,3881.389058738443,2760.960557131,1554.077156251291,90
