wid,true_d1,true_d2,true_θ1,true_θ2,true_T1,true_T2,fitted_d1,fitted_d2,fitted_θ1,fitted_θ2,fitted_T1,fitted_T2,neglogl,n_trials
recovery_001,4.654526923734822e-5,6.0068551492124044e-5,0.27257951589468465,0.802825564365156,2935.577970446203,2320.917727787569,0.0004927628250506442,7.316024443710012e-5,0.0010000000000082116,0.8093469215177675,3031.4260978379934,2613.3561717142584,266.1905297177574,100
recovery_002,0.0006565054223937907,0.0002640246470419014,0.25016203168587436,0.7438885751315018,3684.4767903250718,2890.5546494662067,0.0023361481905630815,0.00027003216026695744,0.23009209054987878,0.7007083726860582,3749.848376587033,3193.7558537349105,152.65980252475273,100
recovery_003,1.2804949469388574e-5,3.3844407374490535e-5,0.06087740687919321,0.3134413875904296,1160.6175655403251,4564.121851039579,0.0002576661597972885,3.265642240333514e-6,0.0010000000000082116,0.1617150542935133,1310.4130594359956,5168.622539014632,148.59393383135662,100
recovery_004,4.033908745514825e-5,0.00038381994662604104,0.317378663638375,0.45329318713843986,3160.320904619207,3439.7950346566354,0.00023115098217773572,0.0008077564864299682,0.12686761473042685,0.5202101768265902,4035.1626824773575,3823.0798825621605,109.18066917178274,100
recovery_005,0.0002932415125652572,2.1651852624483806e-5,0.08654020146529708,0.19120174245402577,1968.88423015037,4015.014366182086,1.0435829859467476e-6,4.54651162738829e-6,0.1068696177378297,0.05731136076152325,1844.9684301391242,4538.762178085744,143.49384239655552,100
recovery_006,0.0003392295822707469,0.0007564290663113293,0.6857627178236415,0.9435694167035407,4054.5338611192924,3461.388494902019,0.00048622077340363615,0.001175740264605828,0.5432586850388906,1.4170761690859217,4583.734940714203,3358.446926938632,127.87896572598956,100
recovery_007,0.00027979248540986476,0.0001456088145379436,0.29906666217483807,0.901617148065879,2071.908561772858,4364.390122174604,0.005440481915917085,0.00014077630687630137,0.0010403351470450104,0.836917057946921,2710.854576370184,4713.058206276036,219.00026194109137,100
recovery_008,0.0006462882959421554,0.0009639949646696583,0.4394224441332469,0.6871623946071463,2077.319401004761,920.5965863882627,0.0014192656751446345,0.0054920263150760465,0.26176906541619704,0.5764769308946597,2937.5768885939574,1515.2221707616263,52.649260801955975,100
recovery_009,6.784253787283535e-5,0.00012067633612538074,0.17605991076736197,0.04305483059793835,3129.9525566334987,1779.1314279161065,1.4560626249096908e-5,4.848510522365563e-6,0.2117090644064592,0.08358112662943315,2949.9228917993605,2184.5443552621873,144.65381478067638,100
recovery_010,0.0004258105220740762,0.00043005384072030675,0.3483766649134371,0.4574449449328566,4367.3116433383575,1583.359686580278,0.0010012671568972419,0.0007619141932638647,0.13497426215377556,0.24648760454325666,5190.282245262733,2385.928288226262,88.64999804742547,100
recovery_011,4.6244319567473144e-5,3.002291564421874e-5,0.9640938579513375,0.31479407088899153,4675.489051032988,4282.378373311742,1.9348846310386126e-5,1.000000000033506e-6,0.7986488747134717,0.04691651048327915,5175.637718479993,5297.2046467795735,311.1313234424295,100
recovery_012,7.487280742556957e-5,6.29609116160892e-5,0.8040208393996492,0.2566015084717933,2223.0511432662224,3772.0629954429746,8.288557124193038e-5,1.217570080535337e-5,0.6232586559066841,0.24745408716446946,2557.2964999005762,3707.956783131658,251.19024175204936,100
recovery_013,0.0004845147759807035,0.00021176390660063968,0.9957179354406118,0.2596937212401008,1019.7453970244622,483.01791928335706,0.0006346792166821132,0.006651985382719489,1.135623021299252,0.0010002367803826906,1206.5856817993333,1214.200416218955,127.13774828675962,100
recovery_014,1.9005206633061358e-5,0.0002622312030108231,0.12440864465608843,0.906352938612637,3721.479725717949,2014.8564363509815,6.869727803394845e-5,0.0003110055942679822,0.22528738780878488,0.8337100491439924,3185.683930432424,2561.8359277490526,180.00668004692054,100
recovery_015,0.0007473626198999824,0.0002892357734877524,0.8947772520878252,0.8111421734812254,1580.9129030569832,2368.3886025473635,0.001399314275301357,0.00043108348448116137,0.7066151803507091,0.6514409207502467,2359.1572210272716,3133.0949478644466,123.18872524208436,100
recovery_016,0.0006205646173817866,1.758120227378505e-5,0.22319801194093616,0.03292382635572602,154.8983026793645,812.6538774906553,0.0004578113133195669,1.0000462961589698e-6,0.23775884821508952,0.0010416575821727814,10.00827189946008,1647.541235860808,116.64629464798195,100
recovery_017,8.289428023657957e-5,3.296033844520731e-5,0.9571560606612233,0.9088626365923062,678.2579175853398,3314.980067549624,0.00011141712108019849,4.025677807497966e-5,0.7799575668639591,0.7250326146368753,1193.0451750689826,3883.0941433719995,406.3135969514659,100
recovery_018,0.0004358584771068732,3.1939876772313186e-5,0.02715431512487898,0.07094762944190924,1885.557479236912,976.3181758996599,0.0003760838419066057,2.8314284725509087e-5,0.0514670164138079,0.3047395620495081,2465.585246682167,15.352545678615478,142.9218520606479,100
