trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,loglik_diff
40,2,4,3991.0,2093.0,-17.877895221548798,false,1000,-17.78028322905842,-0.09761199249037844
41,1,2,1675.0,1362.0,-15.177454262971166,false,1000,-15.138889568992393,-0.03856469397877227
42,1,1,1881.0,748.0,-15.213624634614934,false,1000,-15.155650815587997,-0.057973819026937434
43,1,1,2880.0,383.0,-16.283633395314492,false,1000,-16.43545356434828,0.1518201690337868
44,1,1,2585.0,3818.0,-18.162641602084754,false,1000,-18.124670170633877,-0.037971431450877446
45,1,2,3282.0,1812.0,-17.25781374899056,false,1000,-17.26681964463719,0.00900589564663079
46,2,3,4940.0,864.0,-17.434876472904012,false,1000,-17.18197704467441,-0.25289942822960043
47,1,2,2194.0,814.0,-15.212355875481212,false,1000,-15.211877072177163,-0.0004788033040483697
48,1,1,2574.0,1423.0,-22.726439464744153,false,84553,-22.670027777758367,-0.05641168698578625
49,2,4,1568.0,3183.0,-17.47399745521188,false,1000,-17.494772952282467,0.02077549707058779
50,2,3,4574.0,498.0,-18.410941051747862,false,1000,-18.281926559730046,-0.12901449201781645
51,1,1,8189.0,2750.0,-20.992467186262388,false,1000,-21.504087165443572,0.5116199791811837
52,1,1,4594.0,2731.0,-19.875985061954598,false,1000,-19.653073193645852,-0.22291186830874565
53,2,4,1788.0,2014.0,-15.867646845079912,false,1000,-15.915645353019046,0.04799850793913407
54,2,4,1312.0,1199.0,-15.249968139410992,false,1000,-15.18019292687927,-0.06977521253172192
55,2,4,1680.0,1716.0,-16.117354509322315,false,1000,-16.013004232041986,-0.10435027728032864
56,2,4,2313.0,1608.0,-16.40210942767794,false,1000,-16.48152245511907,0.07941302744113088
57,2,3,1893.0,836.0,-16.67812914830284,false,1000,-16.33878831976442,-0.33934082853842185
58,1,2,2013.0,1250.0,-15.357325184424214,false,1000,-15.228846727769675,-0.12847845665453939
59,2,4,1949.0,1714.0,-16.298729293334667,false,1000,-16.299926108700646,0.0011968153659793757
60,1,1,1693.0,1105.0,-15.637572261126724,false,1000,-15.467844133297344,-0.16972812782938007
61,2,4,1534.0,2773.0,-16.95704673290761,false,1000,-16.792356368987207,-0.16469036392040337
62,2,4,1628.0,1877.0,-15.65874135620629,false,1000,-15.66657341332892,0.00783205712262891
63,2,3,3889.0,3255.0,-18.59824988286211,false,1000,-18.875404037680475,0.2771541548183656
64,2,4,1032.0,3612.0,-18.60566254100953,false,1000,-20.279113104905512,1.6734505638959831
65,2,4,1040.0,2814.0,-19.030513721315966,false,1000,-18.822188920469532,-0.2083248008464338
66,2,3,2043.0,2072.0,-17.04571103810231,false,1000,-17.0389532830865,-0.006757755015811995
67,2,3,1303.0,2081.0,-16.32385733116713,false,1000,-16.224453111737816,-0.09940421942931366
68,2,4,3497.0,1479.0,-16.914570130364822,false,1000,-16.931983493523887,0.017413363159064943
69,1,1,2784.0,640.0,-16.084530633698495,false,1000,-16.113505453396357,0.02897481969786142
70,2,3,6548.0,2678.0,-19.31696958883278,false,1000,-19.366614339954033,0.049644751121252995
71,2,4,3395.0,1827.0,-17.485477849909152,false,1000,-17.341119126914883,-0.14435872299426933
72,1,2,2007.0,3231.0,-16.781740817401754,false,1000,-16.96660768144333,0.18486686404157737
73,2,3,1365.0,2875.0,-20.515711716562077,false,4251,-20.610286336658994,0.09457462009691753
74,2,3,4690.0,657.0,-18.237409395128797,false,1000,-18.062621458849275,-0.17478793627952172
75,1,1,4505.0,1561.0,-18.296428657392095,false,1000,-18.055107645748866,-0.2413210116432296
76,1,1,1995.0,3919.0,-17.571228391101016,false,1000,-17.71489208984902,0.14366369874800355
77,2,3,3749.0,1147.0,-17.241665147599626,false,1000,-17.336778494535594,0.09511334693596751
78,2,3,1444.0,2287.0,-18.568818711355927,false,1000,-18.361633888069044,-0.2071848232868838
79,2,3,1388.0,1042.0,-15.402204376138515,false,1000,-15.332770444672738,-0.06943393146577748
80,2,3,2717.0,500.0,-16.48522881836851,false,1000,-16.610722617446903,0.12549379907839509
81,1,1,2038.0,476.0,-14.949583392165053,false,1000,-14.7732579278772,-0.1763254642878529
82,2,3,1383.0,1415.0,-15.74602831363082,false,1000,-15.631239334323144,-0.11478897930767573
83,2,3,2996.0,854.0,-16.492879660822034,false,1000,-16.388441237997284,-0.10443842282474947
84,1,1,4732.0,618.0,-19.048990430885937,false,1000,-19.033560890388713,-0.015429540497223115
85,1,2,2116.0,940.0,-15.178999898766355,false,1000,-15.107989420326595,-0.07101047843976005
86,2,3,1472.0,975.0,-16.03243052745113,false,1000,-15.870312421380547,-0.16211810607058297
87,2,3,1056.0,468.0,-16.682895805912096,false,1000,-17.683925763015992,1.0010299571038956
88,2,3,6651.0,953.0,-17.69765493031454,false,1000,-17.712480993540396,0.014826063225857666
89,1,2,3797.0,1471.0,-17.404690541115404,false,1000,-17.150664361646392,-0.25402617946901174
90,1,1,1855.0,433.0,-15.19300231572429,false,1000,-15.13030809525138,-0.06269422047290973
91,1,2,2165.0,1878.0,-16.30600886355383,false,1000,-16.350673362685,0.04466449913116932
92,1,2,2065.0,2084.0,-16.39466710619123,false,1000,-16.284308576695715,-0.11035852949551384
93,2,3,2439.0,2859.0,-17.469685564226094,false,1000,-17.31047277945909,-0.1592127847670035
94,1,1,1902.0,1184.0,-15.312921244871264,false,1000,-15.185778635030099,-0.1271426098411652
95,2,4,2087.0,1620.0,-16.19496340261745,false,1000,-16.116902958144035,-0.0780604444734152
96,2,3,3767.0,705.0,-17.621982341725875,false,1000,-17.59088294092291,-0.03109940080296525
97,2,4,2623.0,1411.0,-16.268525265017587,false,1000,-16.20008472419918,-0.06844054081840767
98,2,3,2057.0,715.0,-15.249937932830152,false,1000,-15.092556429550775,-0.1573815032793764
99,2,4,2059.0,1731.0,-16.58125008027153,false,1000,-16.485297700795293,-0.09595237947623758
100,1,2,2151.0,1324.0,-16.328032775144777,false,1000,-16.177525303597005,-0.15050747154777255
101,2,3,5307.0,872.0,-18.850250074114907,false,1000,-18.88682940021882,0.03657932610391157
102,2,4,5380.0,2280.0,-18.768247379611065,false,1000,-18.694227949938533,-0.07401942967253206
103,2,3,3383.0,323.0,-16.69753817221017,false,1000,-16.855737331992295,0.15819915978212507
104,2,4,5407.0,2242.0,-19.34352012362959,false,1000,-19.24340447869602,-0.10011564493357028
105,1,1,7672.0,2108.0,-21.371849710902836,false,1000,-21.059640313973667,-0.3122093969291697
106,1,1,2577.0,862.0,-16.35855166540393,false,1000,-16.252617971315075,-0.10593369408885422
107,2,3,1402.0,818.0,-14.684354069336162,false,1000,-14.449345537989327,-0.23500853134683553
108,1,2,5730.0,2940.0,-19.80215210675013,false,1000,-19.549000330773367,-0.253151775976761
109,2,4,1955.0,1537.0,-15.938335595310102,false,1000,-15.833241901300925,-0.10509369400917734
110,1,1,9380.0,2571.0,-20.947457547082916,false,1000,-21.095257039266173,0.14779949218325683
111,2,3,8665.0,2568.0,-20.25341676382976,false,1000,-20.179699849916112,-0.07371691391364976
112,1,1,2089.0,521.0,-15.456727862748549,false,1000,-15.254419807113667,-0.20230805563488197
113,2,4,2112.0,2070.0,-16.36067394562272,false,1000,-16.243250080474954,-0.11742386514776726
114,1,1,3466.0,574.0,-18.192152231875472,false,1000,-18.170583083847205,-0.021569148028266483
115,2,3,5833.0,585.0,-17.923573850710614,false,1000,-17.87106337773291,-0.052510472977704836
116,1,2,1696.0,1184.0,-14.939948298167856,false,1000,-14.88554959285273,-0.05439870531512625
117,2,3,3253.0,447.0,-16.50684866288534,false,1000,-16.438868798938934,-0.06797986394640532
118,2,3,2617.0,2232.0,-17.150273980994733,false,1000,-17.0619636508601,-0.08831033013463241
119,1,1,5839.0,1103.0,-18.818228757991648,false,1000,-18.507578626754768,-0.3106501312368799
120,1,1,4160.0,633.0,-17.821518168606552,false,1000,-17.60380744805138,-0.21771072055517138
121,2,3,1310.0,2839.0,-19.8893375809497,false,1563,-19.64313425572755,-0.24620332522215094
122,1,2,2954.0,1045.0,-16.444846156581978,false,1000,-16.453768617976117,0.008922461394138992
123,2,3,1535.0,400.0,-15.353002992313371,false,1000,-15.36982575252891,0.016822760215539745
124,1,1,3269.0,1703.0,-17.406601498059224,false,1000,-17.391082179799053,-0.015519318260171389
125,2,4,1798.0,1330.0,-16.41224567622592,false,1000,-16.25525901822219,-0.1569866580037278
126,2,4,2937.0,1519.0,-17.212023305790908,false,1000,-16.98820370422092,-0.22381960156998915
127,2,4,2510.0,1275.0,-15.852412605354042,false,1000,-15.863718499725888,0.011305894371846037
128,1,2,1575.0,2366.0,-19.393181673951837,false,1349,-19.025919668447234,-0.3672620055046032
129,1,1,7311.0,320.0,-18.722346033255178,false,1000,-18.712476229098115,-0.009869804157062845
130,1,1,2392.0,457.0,-15.168218080995382,false,1000,-15.037477513166804,-0.13074056782857824
131,2,4,1745.0,3466.0,-16.921876002067446,false,1000,-16.90760677577469,-0.014269226292757509
132,1,2,5889.0,1500.0,-18.350122819273185,false,1000,-18.212064958010387,-0.13805786126279784
133,2,3,2470.0,504.0,-15.706145911780869,false,1000,-15.757753530780047,0.05160761899917787
134,2,3,1616.0,508.0,-16.277219678065634,false,1000,-16.287827127125105,0.010607449059470753
135,1,1,6863.0,862.0,-22.52473017407222,false,5394,-22.472375579494233,-0.05235459457798797
136,2,3,2252.0,1795.0,-16.289362751154645,false,1000,-16.16976793449348,-0.11959481666116645
137,2,4,2221.0,1562.0,-18.10116691829743,false,1000,-18.041428567594366,-0.059738350703064214
138,1,1,4102.0,498.0,-16.915819051970168,false,1000,-16.921331388009033,0.005512336038865584
139,1,2,2518.0,1083.0,-15.626542746593024,false,1000,-15.744724322685233,0.11818157609220847
140,1,2,6979.0,1667.0,-19.215674072026772,false,1000,-19.060765190339303,-0.15490888168746864
