trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,analytical_used_eps,loglik_diff
47,2,4,1599.0,1262.0,-15.586236952713142,false,1242,-15.425221537229133,false,-0.16101541548400888
48,1,2,1239.0,895.0,-14.618048613371423,false,1111,-14.465499562277316,false,-0.1525490510941072
49,2,3,1619.0,606.0,-14.71438833534554,false,1167,-14.664164690279527,false,-0.05022364506601207
50,2,3,1642.0,589.0,-15.384328881762977,false,1684,-15.306135000579037,false,-0.07819388118394066
51,1,2,1240.0,1003.0,-15.686503927676307,false,1058,-15.575541391542021,false,-0.11096253613428608
52,2,3,2961.0,2841.0,-18.834852877484977,false,1183,-19.0487875387567,false,0.2139346612717219
53,1,2,2008.0,1464.0,-17.500857456460444,false,2090,-17.511251993455318,false,0.010394536994873249
54,1,2,1677.0,1589.0,-16.2305708877099,false,1061,-16.27474561043941,false,0.04417472272951173
55,1,2,966.0,808.0,-14.724576032456865,false,1028,-14.598472229125736,false,-0.12610380333112836
56,1,1,2401.0,2251.0,-17.33205884312566,false,1262,-17.30759897570036,false,-0.024459867425303372
57,1,1,941.0,1158.0,-14.781333923659387,false,1107,-14.762572402325166,false,-0.018761521334221598
58,1,1,1153.0,403.0,-13.813918197652992,false,1034,-13.618228670331426,false,-0.19568952732156575
59,1,2,1125.0,1663.0,-15.645413385320618,false,1054,-15.569522186954014,false,-0.07589119836660352
60,2,3,1583.0,759.0,-15.239274522319057,false,1401,-15.163987774412558,false,-0.07528674790649958
61,2,3,1561.0,476.0,-14.720438246956281,false,1125,-14.476851012863012,false,-0.243587234093269
62,1,1,2913.0,1788.0,-17.39808370117548,false,1847,-17.406758937138054,false,0.008675235962574135
63,2,3,2708.0,359.0,-16.64954532466885,false,1284,-16.266929889623896,false,-0.3826154350449542
64,2,4,2172.0,2709.0,-17.362292163240333,false,1420,-17.57814650881273,false,0.2158543455723958
65,2,4,1989.0,2048.0,-17.36112955979547,false,1250,-17.311887387859834,false,-0.04924217193563507
66,2,4,1440.0,1809.0,-16.68797724278466,false,1027,-16.64022726458566,false,-0.04774997819900051
67,2,4,1617.0,1131.0,-15.244915874222768,false,1043,-15.231547400694305,false,-0.013368473528462488
68,2,3,1656.0,598.0,-14.698450623756528,false,1128,-14.55995510137124,false,-0.13849552238528773
69,1,2,1598.0,1495.0,-16.428982116017313,false,1711,-16.46125081631243,false,0.032268700295116304
70,1,1,837.0,581.0,-15.326594385587496,false,1422,-15.505438608286614,false,0.1788442226991176
71,2,3,1730.0,1393.0,-15.8372017272524,false,1175,-15.825310952864424,false,-0.011890774387977032
72,1,1,2309.0,493.0,-16.17510694070335,false,1753,-16.14480184596806,false,-0.030305094735290083
73,2,3,1927.0,499.0,-14.930189563838976,false,1107,-14.963011922455852,false,0.0328223586168761
74,2,3,3662.0,502.0,-16.75287312991386,false,2276,-16.617936163169446,false,-0.13493696674441225
75,2,3,1872.0,636.0,-15.201567756532018,false,1154,-15.259786430692813,false,0.05821867416079485
76,1,2,1030.0,935.0,-15.84352900686502,false,1058,-15.753345470964442,false,-0.0901835359005787
77,1,2,1740.0,975.0,-15.255100961577677,false,1067,-15.189011734353612,false,-0.06608922722406518
78,2,3,1642.0,838.0,-14.631078841891192,false,1025,-14.645809073949769,false,0.01473023205857693
79,2,3,1788.0,710.0,-14.801485978301018,false,1073,-14.697187176472251,false,-0.10429880182876694
80,2,3,1095.0,373.0,-13.863534747726895,false,1030,-13.6926304758898,false,-0.17090427183709522
81,2,3,1397.0,532.0,-14.100993748457398,false,1036,-13.96416785668155,false,-0.1368258917758478
82,1,1,1606.0,1479.0,-15.861126789974765,false,1050,-15.784975246968884,false,-0.07615154300588145
83,2,3,1747.0,455.0,-14.388587106174352,false,1019,-14.422301808796744,false,0.03371470262239207
84,1,2,759.0,858.0,-15.105546299810694,false,1150,-15.235629952324171,false,0.13008365251347698
85,1,1,720.0,694.0,-15.461348263119097,false,1118,-15.295289870360005,false,-0.1660583927590924
86,1,2,967.0,911.0,-15.251142498696055,false,1174,-15.31714028700603,false,0.06599778830997494
87,2,4,1370.0,1193.0,-15.033658937421992,false,1115,-14.957891551445215,false,-0.07576738597677668
88,2,3,5554.0,810.0,-17.252893935182705,false,1144,-17.277246671788426,false,0.024352736605720793
89,1,2,2357.0,753.0,-15.956597515626786,false,1452,-15.992410071617527,false,0.0358125559907414
90,2,3,1356.0,602.0,-15.425627735531744,false,1668,-15.186378204850843,false,-0.23924953068090105
