trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,analytical_used_eps,loglik_diff
1,1,1,4238.0,2741.0,-19.453431647038393,false,1112,-20.119816398803046,false,0.6663847517646531
2,2,4,2476.0,1932.0,-18.18921046861278,false,1052,-18.319614589078647,false,0.13040412046586525
3,2,3,1975.0,1688.0,-16.65977372291023,false,1070,-16.818579703920847,false,0.15880598101061594
4,2,4,4190.0,1251.0,-17.292631788849228,false,1062,-17.477096908644626,false,0.18446511979539792
5,2,4,3391.0,1591.0,-18.02948116081507,false,1064,-18.22696588914054,false,0.19748472832547037
6,2,4,2357.0,1198.0,-16.39279163172288,false,1036,-16.254801490574433,false,-0.1379901411484461
7,2,3,1774.0,1426.0,-15.846046672507702,false,1114,-15.736169725008985,false,-0.10987694749871757
8,2,3,1651.0,1275.0,-15.609619613107899,false,1167,-15.528444954175281,false,-0.08117465893261766
9,1,1,1552.0,4371.0,-18.32120432393442,false,1664,-18.634967494105766,false,0.31376317017134525
10,1,2,2967.0,1061.0,-16.517136409504726,false,1261,-16.374194233509073,false,-0.1429421759956533
11,1,1,2548.0,973.0,-15.709472903360474,false,1070,-15.739891253118797,false,0.030418349758322805
12,2,3,2060.0,828.0,-15.090519500920001,false,1033,-15.104943619926944,false,0.01442411900694296
13,1,1,1848.0,839.0,-15.017610078788154,false,1094,-15.054932052257218,false,0.03732197346906396
14,2,4,2500.0,1688.0,-16.770435522865238,false,1056,-16.957875967885176,false,0.18744044501993784
15,1,1,2286.0,950.0,-15.501107971083984,false,1060,-15.469171120170383,false,-0.03193685091360088
16,2,3,3039.0,645.0,-15.94272071688893,false,1082,-15.876154710322133,false,-0.06656600656679679
17,2,4,1966.0,1984.0,-17.09551222762,false,1042,-17.10207492621337,false,0.006562698593370442
18,1,1,1930.0,1200.0,-16.111692632327365,false,1236,-16.12722477255565,false,0.015532140228284419
19,2,3,2468.0,2530.0,-17.773409675367045,false,1343,-17.663606795476973,false,-0.10980287989007209
20,2,3,1566.0,285.0,-15.70496890164679,false,1128,-15.486477134391844,false,-0.218491767254946
21,1,1,747.0,290.0,-16.4457626251526,false,1149,-16.825189788872006,false,0.37942716371940577
22,2,3,1441.0,769.0,-15.838041006198889,false,1293,-15.68786478208403,false,-0.15017622411485831
23,1,1,1626.0,255.0,-18.908879667168392,false,35029,-19.265498006207352,false,0.3566183390389597
24,1,2,1464.0,1238.0,-15.214137077850971,false,1091,-15.115460904653924,false,-0.09867617319704713
25,1,2,3445.0,976.0,-17.017451885439478,false,1999,-16.947069194537555,false,-0.07038269090192273
26,2,4,1566.0,1171.0,-15.514635896788032,false,1275,-15.417909699204351,false,-0.09672619758368128
27,1,2,964.0,1184.0,-15.134596257605335,false,1072,-14.993007959134664,false,-0.1415882984706709
28,2,4,1582.0,1445.0,-15.713265046392829,false,1417,-15.702277326075386,false,-0.010987720317443106
29,1,2,1772.0,1642.0,-16.57692387987937,false,1029,-16.443633987735204,false,-0.1332898921441661
30,1,2,2695.0,1358.0,-16.433347612406404,false,1162,-16.415508509817446,false,-0.017839102588958156
31,2,4,3864.0,1415.0,-17.124879358718715,false,1225,-17.14813308422848,false,0.023253725509764678
32,1,2,792.0,1359.0,-15.904993487583848,false,1396,-15.776005320749022,false,-0.1289881668348265
33,1,2,635.0,886.0,-16.412141494309484,false,1168,-17.29422172300925,false,0.8820802286997669
34,1,1,1393.0,407.0,-14.743892687599388,false,1268,-14.704999565534045,false,-0.03889312206534257
35,2,4,1880.0,1456.0,-16.030923349414522,false,1083,-16.048129460653783,false,0.01720611123926119
36,1,1,1120.0,353.0,-14.825494903153523,false,1176,-14.84926153603967,false,0.02376663288614722
37,1,1,2770.0,378.0,-16.719204029129138,false,2191,-16.91337691777038,false,0.1941728886412406
38,1,1,944.0,345.0,-16.347481208356538,false,1081,-15.746814136727302,false,-0.6006670716292355
39,2,3,1416.0,830.0,-14.683934542413825,false,1169,-14.596174012350108,false,-0.08776053006371676
40,1,1,2645.0,1347.0,-17.310049797566553,false,1651,-17.530833533272798,false,0.2207837357062452
41,1,2,1523.0,1490.0,-16.01294228242153,false,1056,-16.052265097906183,false,0.03932281548465255
42,2,3,1172.0,862.0,-14.913143337339168,false,1223,-14.824810341752283,false,-0.08833299558688523
43,2,3,1806.0,373.0,-15.161866536532703,false,1145,-15.257703800635694,false,0.09583726410299143
44,1,1,1085.0,887.0,-15.112902744336488,false,1141,-14.965012420643813,false,-0.14789032369267474
45,1,1,1197.0,688.0,-14.4229938220986,false,1126,-14.202869621901414,false,-0.22012420019718704
46,1,1,4594.0,438.0,-17.41200687937565,false,2777,-17.468138364945347,false,0.05613148556969705
