trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,analytical_used_eps,loglik_diff
1,1,1,4238.0,2741.0,-19.819278516420123,false,1117,-20.119816398803046,false,0.30053788238292256
2,2,4,2476.0,1932.0,-18.071811086802388,false,1073,-18.319614589078647,false,0.24780350227625902
3,2,3,1975.0,1688.0,-16.615728346376294,false,1071,-16.818579703920847,false,0.20285135754455297
4,2,4,4190.0,1251.0,-17.618704374729408,false,1054,-17.477096908644626,false,-0.14160746608478192
5,2,4,3391.0,1591.0,-18.065332317038187,false,1081,-18.22696588914054,false,0.16163357210235318
6,2,4,2357.0,1198.0,-16.176679230656347,false,1029,-16.254801490574433,false,0.07812225991808575
7,2,3,1774.0,1426.0,-15.752931885209476,false,1126,-15.736169725008985,false,-0.01676216020049104
8,2,3,1651.0,1275.0,-15.515732684149151,false,1160,-15.528444954175281,false,0.012712270026129957
9,1,1,1552.0,4371.0,-18.483892288761645,false,1607,-18.634967494105766,false,0.1510752053441209
10,1,2,2967.0,1061.0,-16.45615060080391,false,1286,-16.374194233509073,false,-0.08195636729483624
11,1,1,2548.0,973.0,-15.86814569468723,false,1100,-15.739891253118797,false,-0.12825444156843346
12,2,3,2060.0,828.0,-15.067101675179643,false,1032,-15.104943619926944,false,0.03784194474730107
13,1,1,1848.0,839.0,-15.108863312607273,false,1088,-15.054932052257218,false,-0.0539312603500548
14,2,4,2500.0,1688.0,-16.866406241427345,false,1064,-16.957875967885176,false,0.0914697264578308
15,1,1,2286.0,950.0,-15.614746012052674,false,1055,-15.469171120170383,false,-0.14557489188229056
16,2,3,3039.0,645.0,-15.90889453473016,false,1070,-15.876154710322133,false,-0.032739824408027474
17,2,4,1966.0,1984.0,-16.831589828781855,false,1056,-17.10207492621337,false,0.2704850974315143
18,1,1,1930.0,1200.0,-16.015031181421048,false,1216,-16.12722477255565,false,0.11219359113460214
19,2,3,2468.0,2530.0,-17.659386820544885,false,1282,-17.663606795476973,false,0.004219974932087922
20,2,3,1566.0,285.0,-15.533389484751268,false,1121,-15.486477134391844,false,-0.04691235035942398
21,1,1,747.0,290.0,-17.5177544638701,false,1163,-16.825189788872006,false,-0.6925646749980956
22,2,3,1441.0,769.0,-15.875560093382614,false,1275,-15.68786478208403,false,-0.18769531129858308
23,1,1,1626.0,255.0,-18.94320831369423,false,36304,-19.265498006207352,false,0.32228969251312023
24,1,2,1464.0,1238.0,-14.974746627462432,false,1105,-15.115460904653924,false,0.140714277191492
25,1,2,3445.0,976.0,-16.870031797809478,false,2069,-16.947069194537555,false,0.07703739672807686
26,2,4,1566.0,1171.0,-15.409122494015225,false,1266,-15.417909699204351,false,0.008787205189126013
27,1,2,964.0,1184.0,-15.155641317769911,false,1071,-14.993007959134664,false,-0.1626333586352473
28,2,4,1582.0,1445.0,-15.655829380695186,false,1389,-15.702277326075386,false,0.046447945380199585
29,1,2,1772.0,1642.0,-16.5073243700325,false,1035,-16.443633987735204,false,-0.0636903822972954
30,1,2,2695.0,1358.0,-16.407761607833486,false,1151,-16.415508509817446,false,0.007746901983960441
31,2,4,3864.0,1415.0,-17.034420303839497,false,1203,-17.14813308422848,false,0.11371278038898325
32,1,2,792.0,1359.0,-15.625088606948959,false,1432,-15.776005320749022,false,0.1509167138000631
33,1,2,635.0,886.0,-17.17056863675179,false,1182,-17.29422172300925,false,0.12365308625746252
34,1,1,1393.0,407.0,-14.85189573039247,false,1254,-14.704999565534045,false,-0.1468961648584255
35,2,4,1880.0,1456.0,-16.04314037911738,false,1061,-16.048129460653783,false,0.004989081536404427
36,1,1,1120.0,353.0,-15.000309846331948,false,1191,-14.84926153603967,false,-0.1510483102922784
37,1,1,2770.0,378.0,-16.875569117387275,false,2213,-16.91337691777038,false,0.03780780038310283
38,1,1,944.0,345.0,-15.519104787636467,false,1081,-15.746814136727302,false,0.2277093490908353
39,2,3,1416.0,830.0,-14.717376975875755,false,1172,-14.596174012350108,false,-0.12120296352564708
40,1,1,2645.0,1347.0,-17.4170514202621,false,1630,-17.530833533272798,false,0.1137821130106964
41,1,2,1523.0,1490.0,-16.49918970135866,false,1053,-16.052265097906183,false,-0.44692460345247653
42,2,3,1172.0,862.0,-14.838076393805773,false,1282,-14.824810341752283,false,-0.013266052053490185
43,2,3,1806.0,373.0,-15.410072580105453,false,1150,-15.257703800635694,false,-0.15236877946975902
44,1,1,1085.0,887.0,-15.155251947804167,false,1114,-14.965012420643813,false,-0.19023952716035453
45,1,1,1197.0,688.0,-14.244803978243771,false,1102,-14.202869621901414,false,-0.04193435634235776
46,1,1,4594.0,438.0,-17.700579944432743,false,2882,-17.468138364945347,false,-0.2324415794873964
47,2,4,1599.0,1262.0,-15.323043975271748,false,1240,-15.425221537229133,false,0.10217756195738481
48,1,2,1239.0,895.0,-14.658796776161214,false,1111,-14.465499562277316,false,-0.19329721388389842
49,2,3,1619.0,606.0,-14.754457046613272,false,1154,-14.664164690279527,false,-0.09029235633374455
50,2,3,1642.0,589.0,-15.27114511594847,false,1679,-15.306135000579037,false,0.0349898846305674
51,1,2,1240.0,1003.0,-15.633565137186277,false,1076,-15.575541391542021,false,-0.05802374564425605
52,2,3,2961.0,2841.0,-18.743719861678738,false,1184,-19.0487875387567,false,0.305067677077961
53,1,2,2008.0,1464.0,-17.551903815667345,false,2066,-17.511251993455318,false,-0.0406518222120269
54,1,2,1677.0,1589.0,-16.4439668504982,false,1037,-16.27474561043941,false,-0.16922124005878914
55,1,2,966.0,808.0,-14.646097100720413,false,1032,-14.598472229125736,false,-0.04762487159467632
56,1,1,2401.0,2251.0,-17.587325662997493,false,1299,-17.30759897570036,false,-0.2797266872971349
