trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,analytical_used_eps,loglik_diff
57,1,1,941.0,1158.0,-14.674514630979619,false,1102,-14.762572402325166,false,0.0880577713455466
58,1,1,1153.0,403.0,-13.68131657599206,false,1017,-13.618228670331426,false,-0.06308790566063394
59,1,2,1125.0,1663.0,-15.370678770810622,false,1045,-15.569522186954014,false,0.19884341614339185
60,2,3,1583.0,759.0,-15.26668662768468,false,1439,-15.163987774412558,false,-0.10269885327212158
61,2,3,1561.0,476.0,-14.463592576095186,false,1082,-14.476851012863012,false,0.013258436767825899
62,1,1,2913.0,1788.0,-17.434287190312034,false,1828,-17.406758937138054,false,-0.027528253173979778
63,2,3,2708.0,359.0,-16.503959700047876,false,1239,-16.266929889623896,false,-0.23702981042398008
64,2,4,2172.0,2709.0,-17.405624284893555,false,1444,-17.57814650881273,false,0.1725222239191737
65,2,4,1989.0,2048.0,-17.49061457764136,false,1230,-17.311887387859834,false,-0.1787271897815259
66,2,4,1440.0,1809.0,-16.58965845191028,false,1032,-16.64022726458566,false,0.050568812675379604
67,2,4,1617.0,1131.0,-15.123568856626106,false,1033,-15.231547400694305,false,0.10797854406819951
68,2,3,1656.0,598.0,-14.6027535184599,false,1113,-14.55995510137124,false,-0.042798417088659946
69,1,2,1598.0,1495.0,-16.60677841954118,false,1733,-16.46125081631243,false,-0.14552760322875002
70,1,1,837.0,581.0,-15.494548295381133,false,1438,-15.505438608286614,false,0.010890312905480926
71,2,3,1730.0,1393.0,-15.74786675902437,false,1175,-15.825310952864424,false,0.07744419384005319
72,1,1,2309.0,493.0,-16.258546629797124,false,1699,-16.14480184596806,false,-0.11374478382906261
73,2,3,1927.0,499.0,-14.781094621913875,false,1107,-14.963011922455852,false,0.1819173005419774
74,2,3,3662.0,502.0,-16.707871036432916,false,2220,-16.617936163169446,false,-0.08993487326346994
75,2,3,1872.0,636.0,-15.213074648802941,false,1171,-15.259786430692813,false,0.04671178188987213
76,1,2,1030.0,935.0,-15.99967862633718,false,1064,-15.753345470964442,false,-0.2463331553727386
77,1,2,1740.0,975.0,-15.124372280131215,false,1068,-15.189011734353612,false,0.06463945422239625
78,2,3,1642.0,838.0,-14.706868410496185,false,1020,-14.645809073949769,false,-0.06105933654641582
79,2,3,1788.0,710.0,-14.686264484585083,false,1091,-14.697187176472251,false,0.010922691887168767
80,2,3,1095.0,373.0,-13.887629431703916,false,1033,-13.6926304758898,false,-0.19499895581411586
81,2,3,1397.0,532.0,-14.077250606779703,false,1051,-13.96416785668155,false,-0.11308275009815283
82,1,1,1606.0,1479.0,-15.998735250549592,false,1053,-15.784975246968884,false,-0.2137600035807079
83,2,3,1747.0,455.0,-14.446633298233841,false,1032,-14.422301808796744,false,-0.024331489437097176
84,1,2,759.0,858.0,-15.516888687524187,false,1173,-15.235629952324171,false,-0.28125873520001576
85,1,1,720.0,694.0,-15.150112495170715,false,1099,-15.295289870360005,false,0.14517737518928975
86,1,2,967.0,911.0,-15.376071827253872,false,1185,-15.31714028700603,false,-0.05893154024784231
87,2,4,1370.0,1193.0,-14.924817256976956,false,1116,-14.957891551445215,false,0.033074294468258714
88,2,3,5554.0,810.0,-17.190661638395767,false,1161,-17.277246671788426,false,0.08658503339265877
89,1,2,2357.0,753.0,-15.959954217794687,false,1459,-15.992410071617527,false,0.03245585382284055
90,2,3,1356.0,602.0,-15.316218416186379,false,1654,-15.186378204850843,false,-0.12984021133553547
