trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,loglik_diff
21,2,4,5316.0,3822.0,-21.392566260708893,false,7793,-21.490226950867026,0.09766069015813272
22,1,1,2269.0,1413.0,-16.471238739973845,false,1403,-16.357037291315137,-0.11420144865870796
23,2,4,1624.0,2118.0,-17.10340370034813,false,1038,-16.875396918668002,-0.22800678168012922
24,2,4,1568.0,3572.0,-17.995567119358522,false,1794,-17.766313693976265,-0.22925342538225735
25,2,4,3076.0,2289.0,-18.33193813408998,false,1520,-18.229399043925504,-0.10253909016447693
26,2,3,5505.0,945.0,-18.509148654825545,false,1041,-18.617003353147023,0.10785469832147854
27,2,3,2532.0,478.0,-15.619353363272303,false,1045,-15.65856853231807,0.039215169045766274
28,1,1,3083.0,391.0,-17.464326145479713,false,2230,-17.324976419780526,-0.13934972569918713
29,1,1,3601.0,274.0,-18.730814132064587,false,1455,-18.747469933420952,0.016655801356364464
30,2,4,5781.0,1691.0,-18.932112094943907,false,1174,-18.502868292731712,-0.42924380221219494
31,2,3,1492.0,958.0,-17.809933842968892,false,5902,-17.638543809362275,-0.17139003360661675
32,1,1,4738.0,507.0,-17.960369942031257,false,3057,-17.886033754428308,-0.07433618760294891
33,2,4,4707.0,2123.0,-18.135635692148174,false,1652,-18.118593770981924,-0.017041921166249807
34,2,3,2993.0,1511.0,-17.084322173471193,false,1617,-16.977406478680635,-0.10691569479055829
35,2,4,1581.0,2293.0,-16.117828526961112,false,1177,-16.0533851495354,-0.06444337742571093
36,2,4,2018.0,4045.0,-18.571619663997275,false,1774,-18.550351072212692,-0.02126859178458318
37,2,4,2605.0,2499.0,-17.012566921225385,false,1230,-17.010257642574054,-0.002309278651331681
38,1,1,2774.0,727.0,-15.352471141194318,false,1087,-15.394044521266764,0.04157338007244604
39,2,4,1212.0,1525.0,-17.422870507495748,false,1858,-17.40463187474363,-0.018238632752119344
40,2,4,3991.0,2093.0,-17.83592850438544,false,1614,-17.759341760275568,-0.07658674410987132
41,1,2,1675.0,1362.0,-15.387527623160267,false,1029,-15.218986075103658,-0.16854154805660926
42,1,1,1881.0,748.0,-15.238851228677206,false,1128,-15.245698203976088,0.006846975298882896
43,1,1,2880.0,383.0,-16.387038912030583,false,1145,-16.313270263379884,-0.07376864865069876
44,1,1,2585.0,3818.0,-18.16238307201561,false,1551,-18.049697475901688,-0.11268559611392348
45,1,2,3282.0,1812.0,-17.153221225505828,false,1630,-17.282600180185074,0.12937895467924676
46,2,3,4940.0,864.0,-17.0847408740382,false,2051,-17.174171221311724,0.08943034727352384
47,1,2,2194.0,814.0,-15.388224462226542,false,1090,-15.274689385502551,-0.11353507672399132
48,1,1,2574.0,1423.0,-22.80479639523886,false,1000000,-22.851242339253893,0.04644594401503355
49,2,4,1568.0,3183.0,-17.522727500772717,false,1732,-17.548114967446637,0.025387466673919334
50,2,3,4574.0,498.0,-18.514962542337393,false,3142,-18.268119161750274,-0.2468433805871193
51,1,1,8189.0,2750.0,-21.30669924190518,false,6841,-21.331982260115737,0.02528301821055834
52,1,1,4594.0,2731.0,-19.579491797757846,false,1584,-19.478844371191578,-0.1006474265662689
53,2,4,1788.0,2014.0,-15.928024803035393,false,1051,-15.96886878136818,0.04084397833278608
54,2,4,1312.0,1199.0,-15.202609720024457,false,1157,-15.247704267488333,0.045094547463875756
55,2,4,1680.0,1716.0,-16.235228057043145,false,1348,-16.09376061439875,-0.14146744264439448
56,2,4,2313.0,1608.0,-16.69697453640187,false,1620,-16.530228336445735,-0.16674619995613682
57,2,3,1893.0,836.0,-16.418948291091816,false,2846,-16.460378834287518,0.04143054319570183
58,1,2,2013.0,1250.0,-15.389643646858868,false,1032,-15.276644853423505,-0.1129987934353629
59,2,4,1949.0,1714.0,-16.33281866124669,false,1179,-16.374796478895696,0.041977817649005544
60,1,1,1693.0,1105.0,-15.557607792641381,false,1178,-15.573651714863281,0.01604392222190043
61,2,4,1534.0,2773.0,-16.913015436550374,false,1030,-16.850478660572772,-0.06253677597760188
62,2,4,1628.0,1877.0,-15.90749547246531,false,1039,-15.73647964467765,-0.17101582778766122
63,2,3,3889.0,3255.0,-18.770581879594673,false,1194,-18.81762486629055,0.04704298669587814
64,2,4,1032.0,3612.0,-19.29574152735189,false,1362,-19.71196585829584,0.41622433094395106
65,2,4,1040.0,2814.0,-18.1462329248659,false,1030,-18.34966657054421,0.20343364567830946
66,2,3,2043.0,2072.0,-17.28480090505158,false,1686,-17.106552417354266,-0.1782484876973136
67,2,3,1303.0,2081.0,-16.427163959797188,false,1034,-16.268026512541425,-0.1591374472557625
68,2,4,3497.0,1479.0,-16.89753842161858,false,1283,-16.951854021936683,0.05431560031810179
69,1,1,2784.0,640.0,-16.330630205540842,false,1618,-16.171201541551937,-0.15942866398890487
70,2,3,6548.0,2678.0,-19.179315249329,false,1793,-19.24240253172146,0.06308728239245909
71,2,4,3395.0,1827.0,-17.382298474518567,false,1698,-17.355787457461794,-0.026511017056773056
72,1,2,2007.0,3231.0,-17.170186891451884,false,1311,-16.966209703384923,-0.2039771880669612
73,2,3,1365.0,2875.0,-20.73069583420301,false,44505,-20.724801686381618,-0.005894147821393858
74,2,3,4690.0,657.0,-18.067057598816415,false,3116,-18.080376937256762,0.01331933844034694
75,1,1,4505.0,1561.0,-18.058980026583303,false,2581,-18.051012945201084,-0.007967081382219021
76,1,1,1995.0,3919.0,-17.732784901296295,false,1436,-17.714221127758666,-0.018563773537628947
77,2,3,3749.0,1147.0,-17.465907100071764,false,2889,-17.37155988465002,-0.09434721542174529
78,2,3,1444.0,2287.0,-18.73077480218335,false,8214,-18.493810638657372,-0.23696416352597893
79,2,3,1388.0,1042.0,-15.5284918163098,false,1098,-15.433292897603872,-0.09519891870592723
80,2,3,2717.0,500.0,-16.664869800473998,false,1494,-16.634404115784285,-0.030465684689712447
81,1,1,2038.0,476.0,-14.864683553709696,false,1032,-14.778191145831695,-0.08649240787800139
82,2,3,1383.0,1415.0,-15.826792877835373,false,1093,-15.707914952383618,-0.11887792545175557
83,2,3,2996.0,854.0,-16.454437292502675,false,1472,-16.441441959615638,-0.012995332887037137
84,1,1,4732.0,618.0,-19.258900831068186,false,9248,-19.083200353126156,-0.17570047794202992
85,1,2,2116.0,940.0,-15.322589947517704,false,1047,-15.151736538569153,-0.17085340894855072
86,2,3,1472.0,975.0,-15.959501759533213,false,1570,-15.987165413594575,0.027663654061361953
87,2,3,1056.0,468.0,-16.90994197346677,false,1195,-17.278967935840235,0.36902596237346685
88,2,3,6651.0,953.0,-17.701295306945216,false,1324,-17.615979445264507,-0.0853158616807086
89,1,2,3797.0,1471.0,-17.191881677683835,false,1590,-17.16058198260378,-0.03129969508005459
90,1,1,1855.0,433.0,-15.177984074134384,false,1157,-15.141694006757412,-0.0362900673769726
91,1,2,2165.0,1878.0,-16.46002211563363,false,1249,-16.396948698574267,-0.06307341705936409
92,1,2,2065.0,2084.0,-16.425748782228975,false,1064,-16.3189040117828,-0.1068447704461768
93,2,3,2439.0,2859.0,-17.416688353308903,false,1638,-17.310904282013176,-0.10578407129572653
94,1,1,1902.0,1184.0,-15.347841972998626,false,1037,-15.268022635203604,-0.0798193377950227
95,2,4,2087.0,1620.0,-16.26836732963823,false,1020,-16.179619763447597,-0.08874756619063362
96,2,3,3767.0,705.0,-17.31812266500414,false,1156,-17.496533968606432,0.1784113036022923
97,2,4,2623.0,1411.0,-16.339077391576296,false,1045,-16.23677877248192,-0.10229861909437687
98,2,3,2057.0,715.0,-15.246655089912846,false,1100,-15.163305805757126,-0.08334928415571952
99,2,4,2059.0,1731.0,-16.72228183796035,false,1510,-16.553886490550116,-0.16839534741023243
100,1,2,2151.0,1324.0,-16.416563702430842,false,1320,-16.267773087643654,-0.14879061478718825
101,2,3,5307.0,872.0,-18.87022982978684,false,5791,-18.88026284140966,0.010033011622819998
102,2,4,5380.0,2280.0,-18.753180913775047,false,1229,-18.56823798461557,-0.18494292915947597
103,2,3,3383.0,323.0,-16.371041200660756,false,1030,-16.513897191926077,0.14285599126532134
104,2,4,5407.0,2242.0,-18.89204556439694,false,1635,-19.098695118886425,0.2066495544894842
105,1,1,7672.0,2108.0,-20.6580718193269,false,4512,-20.93388263107699,0.27581081175009103
106,1,1,2577.0,862.0,-16.56269793548026,false,1474,-16.321505497098823,-0.2411924383814359
107,2,3,1402.0,818.0,-14.676513684174196,false,1020,-14.542928753692621,-0.13358493048157527
108,1,2,5730.0,2940.0,-19.345359991878514,false,1619,-19.395567941261277,0.05020794938276296
109,2,4,1955.0,1537.0,-15.858023063328703,false,1060,-15.904800118499068,0.04677705517036479
110,1,1,9380.0,2571.0,-20.650827112293555,false,1771,-20.824187896492965,0.17336078419941003
111,2,3,8665.0,2568.0,-19.854671412195362,false,1758,-19.98118693698046,0.12651552478509842
112,1,1,2089.0,521.0,-15.434423461099083,false,1100,-15.291915208364834,-0.14250825273424894
113,2,4,2112.0,2070.0,-16.204770118234645,false,1113,-16.272024796037208,0.06725467780256267
114,1,1,3466.0,574.0,-18.287540204119562,false,7796,-18.21093712678119,-0.07660307733837257
115,2,3,5833.0,585.0,-18.022755181420447,false,1737,-17.81446401385365,-0.2082911675667951
116,1,2,1696.0,1184.0,-15.062242692455897,false,1057,-14.963275363423218,-0.09896732903267846
117,2,3,3253.0,447.0,-16.411170760671645,false,1066,-16.34581778332312,-0.06535297734852463
118,2,3,2617.0,2232.0,-17.001789223442383,false,1333,-17.027363173014884,0.025573949572500254
119,1,1,5839.0,1103.0,-18.04291720745978,false,1194,-18.364732253916426,0.3218150464566456
120,1,1,4160.0,633.0,-17.482968109076747,false,2503,-17.62990539221122,0.14693728313447352
121,2,3,1310.0,2839.0,-19.875520129231642,false,16649,-19.71663751934822,-0.1588826098834204
122,1,2,2954.0,1045.0,-16.468892989397098,false,1469,-16.50344690600107,0.03455391660397211
123,2,3,1535.0,400.0,-15.2956302981561,false,1065,-15.341784803950404,0.0461545057943038
124,1,1,3269.0,1703.0,-17.385246295653076,false,1066,-17.312023548233597,-0.07322274741947865
125,2,4,1798.0,1330.0,-16.286584466632306,false,1581,-16.35863674941782,0.07205228278551346
126,2,4,2937.0,1519.0,-17.182751553833278,false,1808,-17.025355605540618,-0.15739594829265968
127,2,4,2510.0,1275.0,-15.957087727676553,false,1119,-15.90714190862969,-0.04994581904686335
128,1,2,1575.0,2366.0,-19.10899185005701,false,16309,-19.145052267005376,0.03606041694836648
129,1,1,7311.0,320.0,-18.16994073982048,false,1499,-18.281510196317953,0.11156945649747385
130,1,1,2392.0,457.0,-15.092722801312423,false,1066,-15.021186759416612,-0.07153604189581131
131,2,4,1745.0,3466.0,-16.92185592209908,false,1333,-16.92261440855674,0.000758486457659302
132,1,2,5889.0,1500.0,-17.923253458728865,false,1291,-18.14698113676188,0.22372767803301485
133,2,3,2470.0,504.0,-15.703354007405434,false,1188,-15.780914829092954,0.07756082168751988
134,2,3,1616.0,508.0,-16.368577491257312,false,2047,-16.37555452678435,0.006977035527036435
135,1,1,6863.0,862.0,-22.271471263760873,false,58061,-22.422162981848427,0.150691718087554
136,2,3,2252.0,1795.0,-16.30016071901766,false,1192,-16.196410640513527,-0.10375007850413454
137,2,4,2221.0,1562.0,-18.251101426231163,false,6932,-18.146148645305445,-0.1049527809257178
138,1,1,4102.0,498.0,-16.712853750845326,false,1410,-16.885278762715515,0.17242501187018888
139,1,2,2518.0,1083.0,-15.784532543834109,false,1110,-15.771414083545931,-0.013118460288177758
140,1,2,6979.0,1667.0,-18.950935025076923,false,1468,-18.913003612107236,-0.03793141296968727
