trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,analytical_used_eps,loglik_diff
40,1,1,2645.0,1347.0,-17.560556248187247,false,1607,-17.530833533272798,false,-0.029722714914449
41,1,2,1523.0,1490.0,-16.112373144593487,false,1047,-16.052265097906183,false,-0.060108046687304295
42,2,3,1172.0,862.0,-14.887735658366879,false,1267,-14.824810341752283,false,-0.06292531661459577
43,2,3,1806.0,373.0,-15.370004826150941,false,1158,-15.257703800635694,false,-0.11230102551524723
44,1,1,1085.0,887.0,-14.974407503724553,false,1109,-14.965012420643813,false,-0.009395083080740108
45,1,1,1197.0,688.0,-14.206015870938362,false,1097,-14.202869621901414,false,-0.0031462490369484897
46,1,1,4594.0,438.0,-17.540256071418575,false,2842,-17.468138364945347,false,-0.0721177064732288
47,2,4,1599.0,1262.0,-15.385395872082587,false,1275,-15.425221537229133,false,0.039825665146546285
48,1,2,1239.0,895.0,-14.545385102059413,false,1110,-14.465499562277316,false,-0.07988553978209723
49,2,3,1619.0,606.0,-14.735698074965862,false,1137,-14.664164690279527,false,-0.07153338468633486
50,2,3,1642.0,589.0,-15.509009670695438,false,1629,-15.306135000579037,false,-0.20287467011640103
51,1,2,1240.0,1003.0,-15.763857920488666,false,1066,-15.575541391542021,false,-0.18831652894664508
52,2,3,2961.0,2841.0,-18.933613269095552,false,1175,-19.0487875387567,false,0.11517426966114641
53,1,2,2008.0,1464.0,-17.777809155854232,false,2186,-17.511251993455318,false,-0.26655716239891447
54,1,2,1677.0,1589.0,-16.445866601197316,false,1058,-16.27474561043941,false,-0.1711209907579061
55,1,2,966.0,808.0,-14.864870792434374,false,1029,-14.598472229125736,false,-0.26639856330863765
56,1,1,2401.0,2251.0,-17.21672683924752,false,1249,-17.30759897570036,false,0.09087213645283754
57,1,1,941.0,1158.0,-14.768492297298621,false,1112,-14.762572402325166,false,-0.005919894973455797
58,1,1,1153.0,403.0,-13.688999558663069,false,1033,-13.618228670331426,false,-0.07077088833164247
59,1,2,1125.0,1663.0,-15.455962833822475,false,1034,-15.569522186954014,false,0.11355935313153864
60,2,3,1583.0,759.0,-15.223346448666897,false,1417,-15.163987774412558,false,-0.05935867425433905
61,2,3,1561.0,476.0,-14.477338342005108,false,1103,-14.476851012863012,false,-0.000487329142096371
62,1,1,2913.0,1788.0,-17.24356687316318,false,1795,-17.406758937138054,false,0.16319206397487562
63,2,3,2708.0,359.0,-16.065259908448056,false,1261,-16.266929889623896,false,0.20166998117584
64,2,4,2172.0,2709.0,-17.512365069204517,false,1418,-17.57814650881273,false,0.06578143960821237
65,2,4,1989.0,2048.0,-17.123594884342854,false,1219,-17.311887387859834,false,0.1882925035169798
66,2,4,1440.0,1809.0,-16.699138923109132,false,1029,-16.64022726458566,false,-0.05891165852347058
67,2,4,1617.0,1131.0,-15.093902432919174,false,1043,-15.231547400694305,false,0.13764496777513102
68,2,3,1656.0,598.0,-14.64866702884274,false,1105,-14.55995510137124,false,-0.0887119274714987
69,1,2,1598.0,1495.0,-16.538895495581553,false,1692,-16.46125081631243,false,-0.07764467926912388
70,1,1,837.0,581.0,-15.620676364041483,false,1433,-15.505438608286614,false,-0.11523775575486894
71,2,3,1730.0,1393.0,-16.106642222487153,false,1174,-15.825310952864424,false,-0.28133126962272925
72,1,1,2309.0,493.0,-16.202476475670803,false,1704,-16.14480184596806,false,-0.05767462970274195
73,2,3,1927.0,499.0,-15.088356184687637,false,1107,-14.963011922455852,false,-0.12534426223178485
74,2,3,3662.0,502.0,-16.7633972623234,false,2214,-16.617936163169446,false,-0.14546109915395533
75,2,3,1872.0,636.0,-15.198454566292732,false,1166,-15.259786430692813,false,0.061331864400081315
76,1,2,1030.0,935.0,-15.816895049488359,false,1069,-15.753345470964442,false,-0.06354957852391685
77,1,2,1740.0,975.0,-15.266251847947279,false,1064,-15.189011734353612,false,-0.07724011359366756
78,2,3,1642.0,838.0,-14.551556621918671,false,1026,-14.645809073949769,false,0.09425245203109789
79,2,3,1788.0,710.0,-14.73815351640592,false,1084,-14.697187176472251,false,-0.04096633993366794
80,2,3,1095.0,373.0,-13.771726383497606,false,1031,-13.6926304758898,false,-0.07909590760780638
81,2,3,1397.0,532.0,-14.03461621430473,false,1048,-13.96416785668155,false,-0.0704483576231798
82,1,1,1606.0,1479.0,-15.844334968508305,false,1046,-15.784975246968884,false,-0.05935972153942082
83,2,3,1747.0,455.0,-14.40398154055583,false,1029,-14.422301808796744,false,0.018320268240914928
84,1,2,759.0,858.0,-15.356948410746085,false,1172,-15.235629952324171,false,-0.12131845842191424
85,1,1,720.0,694.0,-15.095966333719227,false,1108,-15.295289870360005,false,0.19932353664077773
86,1,2,967.0,911.0,-15.549941610355194,false,1193,-15.31714028700603,false,-0.2328013233491646
87,2,4,1370.0,1193.0,-14.998775395541374,false,1113,-14.957891551445215,false,-0.040883844096159194
88,2,3,5554.0,810.0,-17.35995754561559,false,1153,-17.277246671788426,false,-0.08271087382716402
89,1,2,2357.0,753.0,-15.884556982765302,false,1456,-15.992410071617527,false,0.10785308885222555
90,2,3,1356.0,602.0,-15.161220240823726,false,1611,-15.186378204850843,false,0.025157964027117785
