trial_idx,choice1,choice2,rt1,rt2,pda_loglik,pda_used_eps,pda_n_samples,analytical_loglik,analytical_used_eps,loglik_diff
1,1,1,4238.0,2741.0,-19.979717484789152,false,1120,-20.119816398803046,false,0.14009891401389396
2,2,4,2476.0,1932.0,-18.164090621884604,false,1080,-18.319614589078647,false,0.1555239671940427
3,2,3,1975.0,1688.0,-16.69201644008159,false,1076,-16.818579703920847,false,0.1265632638392553
4,2,4,4190.0,1251.0,-17.345009717779522,false,1049,-17.477096908644626,false,0.13208719086510357
5,2,4,3391.0,1591.0,-18.35550027820946,false,1076,-18.22696588914054,false,-0.12853438906891768
6,2,4,2357.0,1198.0,-16.20062559762609,false,1029,-16.254801490574433,false,0.054175892948343574
7,2,3,1774.0,1426.0,-15.745835022241774,false,1114,-15.736169725008985,false,-0.009665297232789527
8,2,3,1651.0,1275.0,-15.441620844019491,false,1185,-15.528444954175281,false,0.08682411015579028
9,1,1,1552.0,4371.0,-18.65295408858393,false,1644,-18.634967494105766,false,-0.017986594478163198
10,1,2,2967.0,1061.0,-16.41809538024564,false,1286,-16.374194233509073,false,-0.04390114673656598
11,1,1,2548.0,973.0,-15.783357512054105,false,1092,-15.739891253118797,false,-0.04346625893530742
12,2,3,2060.0,828.0,-15.11911856694127,false,1030,-15.104943619926944,false,-0.014174947014325312
13,1,1,1848.0,839.0,-15.137424977508505,false,1077,-15.054932052257218,false,-0.08249292525128737
14,2,4,2500.0,1688.0,-16.993627876201355,false,1060,-16.957875967885176,false,-0.035751908316179026
15,1,1,2286.0,950.0,-15.443986984780707,false,1050,-15.469171120170383,false,0.025184135389675788
16,2,3,3039.0,645.0,-15.824528903117645,false,1062,-15.876154710322133,false,0.05162580720448773
17,2,4,1966.0,1984.0,-17.019111555717995,false,1049,-17.10207492621337,false,0.08296337049537428
18,1,1,1930.0,1200.0,-16.255159021993737,false,1238,-16.12722477255565,false,-0.12793424943808773
19,2,3,2468.0,2530.0,-17.674773513071333,false,1345,-17.663606795476973,false,-0.011166717594360165
20,2,3,1566.0,285.0,-15.203990920869211,false,1104,-15.486477134391844,false,0.2824862135226329
21,1,1,747.0,290.0,-16.32060128864765,false,1171,-16.825189788872006,false,0.5045885002243544
22,2,3,1441.0,769.0,-15.686928588238274,false,1314,-15.68786478208403,false,0.0009361938457566055
23,1,1,1626.0,255.0,-19.183837896936193,false,35865,-19.265498006207352,false,0.08166010927115863
24,1,2,1464.0,1238.0,-15.065582251858524,false,1133,-15.115460904653924,false,0.0498786527953996
25,1,2,3445.0,976.0,-16.993684477078634,false,2085,-16.947069194537555,false,-0.046615282541079495
26,2,4,1566.0,1171.0,-15.567864032858443,false,1286,-15.417909699204351,false,-0.14995433365409205
27,1,2,964.0,1184.0,-15.10042302681689,false,1075,-14.993007959134664,false,-0.10741506768222564
28,2,4,1582.0,1445.0,-15.732617725674821,false,1378,-15.702277326075386,false,-0.03034039959943513
29,1,2,1772.0,1642.0,-16.59846949242215,false,1023,-16.443633987735204,false,-0.15483550468694673
30,1,2,2695.0,1358.0,-16.404584616191357,false,1149,-16.415508509817446,false,0.010923893626088699
31,2,4,3864.0,1415.0,-17.24968471307882,false,1197,-17.14813308422848,false,-0.1015516288503413
32,1,2,792.0,1359.0,-15.727830648787696,false,1407,-15.776005320749022,false,0.04817467196132519
33,1,2,635.0,886.0,-16.676339263661134,false,1194,-17.29422172300925,false,0.6178824593481167
34,1,1,1393.0,407.0,-14.684322777014419,false,1267,-14.704999565534045,false,0.0206767885196264
35,2,4,1880.0,1456.0,-15.966612846951886,false,1063,-16.048129460653783,false,0.081516613701897
36,1,1,1120.0,353.0,-14.844202745320473,false,1184,-14.84926153603967,false,0.005058790719196793
37,1,1,2770.0,378.0,-16.99641953342611,false,2213,-16.91337691777038,false,-0.08304261565573157
38,1,1,944.0,345.0,-15.428925466849543,false,1099,-15.746814136727302,false,0.31788866987775855
39,2,3,1416.0,830.0,-14.655773900485876,false,1167,-14.596174012350108,false,-0.059599888135768
40,1,1,2645.0,1347.0,-17.373994361105062,false,1670,-17.530833533272798,false,0.1568391721677358
41,1,2,1523.0,1490.0,-15.869690952020129,false,1054,-16.052265097906183,false,0.18257414588605414
42,2,3,1172.0,862.0,-14.86597524486671,false,1257,-14.824810341752283,false,-0.041164903114427887
43,2,3,1806.0,373.0,-15.336918478175516,false,1175,-15.257703800635694,false,-0.07921467753982192
44,1,1,1085.0,887.0,-14.98215815376237,false,1110,-14.965012420643813,false,-0.01714573311855716
45,1,1,1197.0,688.0,-14.165243630092803,false,1091,-14.202869621901414,false,0.03762599180861059
46,1,1,4594.0,438.0,-17.67780813341947,false,2884,-17.468138364945347,false,-0.2096697684741251
47,2,4,1599.0,1262.0,-15.5313807414518,false,1282,-15.425221537229133,false,-0.10615920422266711
48,1,2,1239.0,895.0,-14.524670860930998,false,1106,-14.465499562277316,false,-0.059171298653682314
49,2,3,1619.0,606.0,-14.72729776892578,false,1191,-14.664164690279527,false,-0.06313307864625273
50,2,3,1642.0,589.0,-15.313831270786391,false,1650,-15.306135000579037,false,-0.0076962702073544165
51,1,2,1240.0,1003.0,-15.8100136312983,false,1077,-15.575541391542021,false,-0.23447223975627907
52,2,3,2961.0,2841.0,-18.734337359693697,false,1177,-19.0487875387567,false,0.31445017906300166
53,1,2,2008.0,1464.0,-17.421623433125077,false,2056,-17.511251993455318,false,0.08962856033024025
54,1,2,1677.0,1589.0,-16.28013961100259,false,1064,-16.27474561043941,false,-0.005394000563178736
55,1,2,966.0,808.0,-14.620710719683618,false,1027,-14.598472229125736,false,-0.022238490557882074
56,1,1,2401.0,2251.0,-17.158304479775577,false,1297,-17.30759897570036,false,0.1492944959247815
57,1,1,941.0,1158.0,-14.637288871464964,false,1092,-14.762572402325166,false,0.1252835308602016
58,1,1,1153.0,403.0,-13.53224030107244,false,1031,-13.618228670331426,false,0.08598836925898645
59,1,2,1125.0,1663.0,-15.865977669481865,false,1047,-15.569522186954014,false,-0.2964554825278505
60,2,3,1583.0,759.0,-15.317401133218903,false,1405,-15.163987774412558,false,-0.1534133588063451
61,2,3,1561.0,476.0,-14.620208944544764,false,1114,-14.476851012863012,false,-0.14335793168175215
62,1,1,2913.0,1788.0,-17.34344673353141,false,1803,-17.406758937138054,false,0.06331220360664247
63,2,3,2708.0,359.0,-16.304738876202194,false,1259,-16.266929889623896,false,-0.03780898657829823
64,2,4,2172.0,2709.0,-17.496515957142908,false,1404,-17.57814650881273,false,0.08163055166982147
65,2,4,1989.0,2048.0,-17.370556862064113,false,1216,-17.311887387859834,false,-0.05866947420427948
66,2,4,1440.0,1809.0,-16.48929749734402,false,1035,-16.64022726458566,false,0.1509297672416423
67,2,4,1617.0,1131.0,-15.294806133222036,false,1040,-15.231547400694305,false,-0.06325873252773029
68,2,3,1656.0,598.0,-14.686947806816974,false,1112,-14.55995510137124,false,-0.12699270544573338
69,1,2,1598.0,1495.0,-16.565615977696993,false,1727,-16.46125081631243,false,-0.10436516138456398
70,1,1,837.0,581.0,-15.449324107625715,false,1411,-15.505438608286614,false,0.056114500660898514
71,2,3,1730.0,1393.0,-15.673294730935725,false,1175,-15.825310952864424,false,0.15201622192869912
72,1,1,2309.0,493.0,-16.15649553066327,false,1677,-16.14480184596806,false,-0.011693684695210038
73,2,3,1927.0,499.0,-14.938832110425864,false,1106,-14.963011922455852,false,0.024179812029988312
74,2,3,3662.0,502.0,-16.71418770505164,false,2247,-16.617936163169446,false,-0.09625154188219298
75,2,3,1872.0,636.0,-15.316193455656984,false,1183,-15.259786430692813,false,-0.05640702496417127
76,1,2,1030.0,935.0,-15.855109907186504,false,1075,-15.753345470964442,false,-0.10176443622206222
77,1,2,1740.0,975.0,-15.136733610950369,false,1051,-15.189011734353612,false,0.05227812340324256
78,2,3,1642.0,838.0,-14.70306807247748,false,1035,-14.645809073949769,false,-0.05725899852771121
79,2,3,1788.0,710.0,-14.911033938588952,false,1082,-14.697187176472251,false,-0.21384676211670062
80,2,3,1095.0,373.0,-14.000601415717341,false,1029,-13.6926304758898,false,-0.3079709398275412
81,2,3,1397.0,532.0,-14.02180430305555,false,1054,-13.96416785668155,false,-0.05763644637399956
82,1,1,1606.0,1479.0,-15.85639972397003,false,1039,-15.784975246968884,false,-0.07142447700114651
83,2,3,1747.0,455.0,-14.545869538541739,false,1030,-14.422301808796744,false,-0.12356772974499464
84,1,2,759.0,858.0,-15.2605311617066,false,1181,-15.235629952324171,false,-0.024901209382429457
85,1,1,720.0,694.0,-15.179322105448668,false,1119,-15.295289870360005,false,0.11596776491133731
86,1,2,967.0,911.0,-15.579379957997746,false,1190,-15.31714028700603,false,-0.2622396709917165
87,2,4,1370.0,1193.0,-15.001690961865478,false,1092,-14.957891551445215,false,-0.04379941042026303
88,2,3,5554.0,810.0,-17.32460755500742,false,1165,-17.277246671788426,false,-0.04736088321899601
89,1,2,2357.0,753.0,-16.257167426374444,false,1475,-15.992410071617527,false,-0.26475735475691664
90,2,3,1356.0,602.0,-15.318159795235932,false,1697,-15.186378204850843,false,-0.13178159038508852
